id,type,category,name_c,name_j,name_e,obtainedFrom,buy,sell,seasonalAvailability,villagerEquippable,styles,themes,DIY,diyInfoMaterials,diyInfoObtainedFrom,diyInfoSourceNotes,filename,version,variations
602,clothes,襪子,保暖襪套,レッグウォーマー,leg warmers,裁縫店,440,110,冬季,False,活潑,"['戶外活動', '悠閒']",False,,,,SocksTexLegwarmer2,1.0.0,6
603,clothes,襪子,壓力褲襪,コンプレッションタイツ,compression tights,薛革,600,150,全年,False,活潑,"['戶外活動', '運動', '工作']",False,,,,SocksTexCompression4,1.0.0,5
604,clothes,襪子,三折襪,みつおりソックス,bobby socks,裁縫店,480,120,全年,False,優雅,"['正式', '工作']",False,,,,SocksTexFolded0,1.0.0,4
605,clothes,襪子,蕾絲花邊膝上襪,フリルつきニーハイソックス,frilly knee-high socks,薛革,840,210,春季,False,可愛,"['日常生活', '童話世界', '派對', '舞台']",False,,,,SocksTexFrilledknee0,1.0.0,8
606,clothes,襪子,蕾絲襪,レースのソックス,lace socks,裁縫店,720,180,全年,False,優雅,"['日常生活', '童話世界', '正式', '派對']",False,,,,SocksTexLace0,1.0.0,5
607,clothes,襪子,蕾絲花邊襪,フリルソックス,frilly socks,裁縫店,720,180,全年,False,可愛,"['日常生活', '童話世界', '正式', '派對']",False,,,,SocksTexFrilled0,1.0.0,6
608,clothes,襪子,破洞褲襪,あなあきタイツ,holey tights,裁縫店,350,87,全年,False,酷感,"['日常生活', '恐怖', '舞台']",False,,,,SocksTexHoletights0,1.0.0,8
609,clothes,襪子,足球襪,サッカーソックス,soccer socks,薛革,800,200,全年,False,活潑,"['運動', '工作']",False,,,,SocksTexFootball6,1.0.0,7
610,clothes,襪子,破洞襪,あなあきソックス,holey socks,回收箱,,10,全年,False,簡單,"['恐怖', '悠閒']",False,,,,SocksTexHole0,1.0.0,3
611,clothes,襪子,毛球襪,ポンポンソックス,pom-pom socks,裁縫店,720,180,冬季,False,可愛,"['日常生活', '童話世界', '悠閒']",False,,,,SocksTexBobble0,1.0.0,5
612,clothes,襪子,多色方塊襪,マルチブロックソックス,color-blocked socks,薛革,840,210,全年,False,可愛,['日常生活'],False,,,,SocksTexMultiblock5,1.0.0,8
613,clothes,襪子,毛絨襪,もこもこソックス,terry-cloth socks,裁縫店,600,150,冬季,False,可愛,"['童話世界', '悠閒']",False,,,,SocksTexFluffy6,1.0.0,7
614,clothes,飾品,虛擬實境頭戴式顯示器,HMD,HMD,裁縫店,2000,500,全年,True,酷感,['悠閒'],False,,,,AccessoryGlassHmdWhite,1.0.0,1
615,clothes,飾品,夜視鏡,ナイトビジョン,night-vision goggles,裁縫店,1560,390,全年,True,活潑,['戶外活動'],False,,,,AccessoryGlassNightvisionBlack,1.0.0,1
616,clothes,上身,活力毛衣,すこやかなセーター,energetic sweater,裁縫店,960,240,全年,True,簡單,"['日常生活', '悠閒']",False,,,,TopsTexTopYshirtsLKids3,1.0.0,4
617,clothes,頭戴物,水手帽,ふなのりのぼうし,sailor's hat,裁縫店,1680,420,全年,True,簡單,"['度假', '工作']",False,,,,CapHatSailor0,1.0.0,3
618,clothes,頭戴物,維京人頭盔,バイキングのかぶと,viking helmet,裁縫店,2100,525,全年,True,活潑,['童話世界'],False,,,,CapHatViking0,1.0.0,3
619,clothes,襪子,多層襪,かさねばきソックス,layered socks,裁縫店,720,180,冬季,False,簡單,"['日常生活', '悠閒']",False,,,,SockstTexOverlapping4,1.0.0,6
620,clothes,襪子,手工編織襪,てあみのソックス,hand-knit socks,裁縫店,700,175,全年,False,簡單,"['戶外活動', '悠閒']",False,,,,SocksTexHandknit2,1.0.0,3
621,clothes,襪子,有氧運動緊身褲,エアロビレギンス,aerobics leggings,薛革,700,175,全年,False,活潑,['運動'],False,,,,SocksTexAerobics0,1.0.0,5
622,clothes,襪子,泡泡襪,くしゅくしゅソックス,puckered socks,裁縫店,600,150,全年,False,優雅,['日常生活'],False,,,,SocksTexPucker1,1.0.0,5
623,clothes,襪子,粗橫紋襪,ボーダーソックス,striped socks,裁縫店,600,150,全年,False,簡單,"['日常生活', '悠閒']",False,,,,SocksTexBorder0,1.0.0,8
624,clothes,襪子,小圖案襪,ワンポイントソックス,simple-accent socks,裁縫店,720,180,全年,False,簡單,"['日常生活', '正式']",False,,,,SocksTexOnepoint2,1.0.0,8
625,clothes,襪子,兒童襪,キッズソックス,kiddie socks,薛革,600,150,全年,False,可愛,"['日常生活', '戶外活動', '悠閒', '運動']",False,,,,SocksTexKids7,1.0.0,8
626,clothes,襪子,鉤針編織襪,かぎばりあみソックス,crocheted socks,裁縫店,600,150,全年,False,優雅,"['日常生活', '悠閒']",False,,,,SocksTexCrocheting1,1.0.0,4
627,clothes,襪子,蜘蛛褲襪,スパイダーなタイツ,spider-web tights,薛革,720,180,秋季,False,酷感,"['恐怖', '派對', '舞台']",False,,,,SocksTexSpider1,1.0.0,4
628,clothes,襪子,花紋刺繡褲襪,はながらししゅうのタイツ,embroidered-flower tights,裁縫店,1000,250,全年,False,可愛,"['日常生活', '童話世界', '派對']",False,,,,SocksTexEmbroidery1,1.0.0,6
629,clothes,襪子,跑步緊身褲,ランニングタイツ,running tights,裁縫店,550,137,全年,False,活潑,"['戶外活動', '運動', '工作']",False,,,,SocksTexRun0,1.0.0,4
630,clothes,飾品,小狗鼻子道具,イヌのつけばな,dog nose,裁縫店,560,140,全年,False,可愛,"['童話世界', '派對', '舞台']",False,,,,AccessoryMouthDog0,1.0.0,3
631,clothes,頭戴物,魔女帽,まじょのぼうし,mage's hat,裁縫店,3440,860,全年,True,酷感,"['童話世界', '恐怖']",False,,,,CapHatWitch0,1.0.0,4
632,clothes,頭戴物,牛仔布帽,デニムキャップ,denim cap,裁縫店,770,192,全年,True,簡單,"['日常生活', '戶外活動', '運動']",False,,,,CapHatDenim0,1.0.0,4
633,clothes,頭戴物,單車帽,サイクルキャップ,cycling cap,裁縫店,1100,275,全年,True,活潑,"['戶外活動', '運動']",False,,,,CapHatCycle0,1.0.0,8
634,clothes,頭戴物,戶外登山帽,アウトドアハット,outdoor hat,裁縫店,1100,275,全年,True,活潑,"['戶外活動', '運動']",False,,,,CapHatOutdoor3,1.0.0,8
635,clothes,頭戴物,平頂草帽,カンカンぼう,straw boater,裁縫店,700,175,夏季,True,簡單,"['日常生活', '童話世界', '度假']",False,,,,CapHatKankanbo5,1.0.0,8
636,clothes,頭戴物,貝雷帽,ベレーぼう,beret,裁縫店,880,220,全年,True,優雅,"['日常生活', '正式', '派對']",False,,,,CapHatBeret5,1.0.0,6
637,clothes,頭戴物,橘子帽子,オレンジのぼうし,orange hat,DIY,,1000,全年,True,可愛,"['童話世界', '派對', '舞台']",True,"[{'count': 5, 'itemName': '橘子'}]",['悠閒型村民'],,CapHatOrange,1.0.0,1
638,clothes,頭戴物,奇異果帽子,キウイのぼうし,kiwi hat,裁縫店,770,192,全年,True,可愛,"['童話世界', '派對', '舞台']",False,,,,CapHatKiwi,1.0.0,1
639,clothes,頭戴物,草莓帽子,いちごのぼうし,strawberry hat,裁縫店,700,175,全年,True,可愛,"['童話世界', '派對', '舞台']",False,,,,CapHatStrawberry,1.0.0,1
640,clothes,頭戴物,葡萄帽子,ぶどうのぼうし,grape hat,裁縫店,700,175,全年,True,可愛,"['童話世界', '派對', '舞台']",False,,,,CapHatGrape,1.0.0,1
641,clothes,頭戴物,鳳梨帽子,パイナップルのぼうし,pineapple cap,裁縫店,700,175,夏季,True,可愛,"['童話世界', '派對', '舞台', '度假']",False,,,,CapHatPineapple,1.0.0,1
642,clothes,頭戴物,西瓜帽子,スイカのぼうし,watermelon hat,裁縫店,980,245,夏季,True,可愛,"['童話世界', '派對', '舞台', '度假']",False,,,,CapHatWatermelon,1.0.0,1
644,clothes,頭戴物,日本料理廚師帽,わぼうし,sushi chef hat,裁縫店,880,220,全年,True,簡單,['工作'],False,,,,CapHatItamae0,1.0.0,2
645,clothes,頭戴物,單車安全帽,サイクルヘルメット,bicycle helmet,裁縫店,1100,275,全年,True,活潑,['運動'],False,,,,CapHatCyclemet2,1.0.0,8
646,clothes,頭戴物,泳帽,すいえいキャップ,swimming cap,裁縫店,560,140,夏季,True,活潑,"['戶外活動', '運動', '度假']",False,,,,CapHatSwim3,1.0.0,8
647,clothes,頭戴物,唐裝帽,チャイナハット,silk hat,呂遊,,500,全年,True,優雅,"['日常生活', '正式']",False,,,,CapHatChina3,1.0.0,4
648,clothes,下身,卡其寬褲,ワイドチノ,wide chino pants,裁縫店,1100,275,全年,False,簡單,"['日常生活', '戶外活動']",False,,,,BottomsTexPantsWideChino4,1.0.0,5
649,clothes,下身,化學洗牛仔褲,ケミカルウォッシュデニム,acid-washed jeans,裁縫店,1320,330,全年,False,簡單,"['日常生活', '戶外活動']",False,,,,BottomsTexPantsNormalChemical1,1.0.0,2
650,clothes,套裝,熱狗服,ホットドッグなふく,hot-dog costume,裁縫店,1280,320,全年,True,活潑,"['派對', '舞台']",False,,,,TopsTexOnepieceRibNHotdogMustard,1.0.0,1
651,clothes,套裝,連身工作服搭袖套,うでカバーつきつなぎ,coveralls with arm covers,裁縫店,1600,400,全年,True,活潑,"['戶外活動', '工作']",False,,,,TopsTexOnepieceOverallLFarmer3,1.0.0,5
652,clothes,上身,刷白牛仔外套,ケミカルデニムジャケット,acid-washed jacket,裁縫店,1680,420,全年,True,簡單,"['日常生活', '戶外活動']",False,,,,TopsTexTopOuterLChemical1,1.0.0,2
653,clothes,上身,音樂節衣服,ミュージックフェスなふく,music-fest shirt,裁縫店,1200,300,全年,True,活潑,"['戶外活動', '舞台']",False,,,,TopsTexTopTshirtsLLive0,1.0.0,4
654,clothes,上身,蓑衣,みの,traditional straw coat,DIY,,160,全年,True,簡單,"['童話世界', '戶外活動']",True,"[{'count': 8, 'itemName': '雜草'}]",['普通型村民'],,TopsTexTopCoatLStrawBeige,1.0.0,1
655,clothes,上身,嘻哈風衣服,レペゼンなふく,old-school jacket,裁縫店,1800,450,全年,True,華麗,['舞台'],False,,,,TopsTexTopOuterLRepresent0,1.0.0,3
656,clothes,頭戴物,花瓣帽,チューリップハット,tulip hat,裁縫店,630,157,全年,True,簡單,"['戶外活動', '悠閒']",False,,,,CapHatTulip0,1.0.0,3
657,clothes,頭戴物,變形蟲圖騰頭巾,ペイズリーのバンダナ,paisley bandanna,裁縫店,700,175,全年,True,活潑,['戶外活動'],False,,,,CapHatBandana3,1.0.0,8
658,clothes,頭戴物,提洛爾帽子,チロリアンハット,alpinist hat,呂遊,,500,全年,True,簡單,"['日常生活', '正式']",False,,,,CapHatTyrolean2,1.0.0,3
659,clothes,頭戴物,蝴蝶結圓頂硬禮帽,リボンボーラーハット,bowler hat with ribbon,裁縫店,1100,275,全年,True,優雅,"['童話世界', '正式', '派對']",False,,,,CapHatBowler3,1.0.0,5
660,clothes,頭戴物,寬邊草帽,つばひろストローハット,wide-brim straw hat,裁縫店,1320,330,全年,True,優雅,"['派對', '度假']",False,,,,CapHatStraw2,1.0.0,3
661,clothes,頭戴物,圓點浴帽,みずたまシャワーキャップ,dotted shower cap,裁縫店,560,140,全年,True,簡單,['悠閒'],False,,,,CapHatShowercap0,1.0.0,2
662,clothes,頭戴物,紳士帽,なかおれハット,fedora,裁縫店,1100,275,全年,True,酷感,"['日常生活', '正式', '工作']",False,,,,CapHatFelt4,1.0.0,6
663,clothes,頭戴物,簡樸帽子,しっそなぼうし,frugal hat,裁縫店,350,87,全年,True,簡單,"['童話世界', '恐怖']",False,,,,CapHatSimple1,1.0.0,3
664,clothes,頭戴物,運動帽,うんどうぼう,sports cap,裁縫店,560,140,全年,True,簡單,['運動'],False,,,,CapHatSports1,1.0.0,4
665,clothes,頭戴物,毛絨睡帽,もこもこナイトキャップ,terry-cloth nightcap,裁縫店,840,210,全年,True,可愛,"['童話世界', '悠閒']",False,,,,CapHatNightcap4,1.0.0,8
666,clothes,頭戴物,聖誕帽,サンタのぼうし,Santa hat,裁縫店,2000,500,全年,True,可愛,"['童話世界', '派對', '工作']",False,,,,CapHatSantaRed,1.6.0,1
667,clothes,頭戴物,王冠,おうかん,royal crown,裁縫店,1200000,300000,全年,True,華麗,"['童話世界', '派對', '舞台']",False,,,,CapHatCrownRed,1.0.0,1
669,clothes,頭戴物,毛巾帽,タオル,terry-cloth do-rag,裁縫店,490,122,全年,True,簡單,"['戶外活動', '悠閒', '運動', '工作']",False,,,,CapHatTowel0,1.0.0,6
670,clothes,頭戴物,尖頂針織帽,どんぐりニット,acorn knit cap,裁縫店,880,220,全年,True,可愛,"['日常生活', '悠閒']",False,,,,CapHatAcorn3,1.0.0,6
671,clothes,頭戴物,鋼盔,コンバットヘルメット,combat helmet,裁縫店,1120,280,全年,True,活潑,['戶外活動'],False,,,,CapHatCombat1,1.0.0,2
673,clothes,上身,跳舞運動服,ダンスジャージ,dance-team jacket,裁縫店,1680,420,全年,True,活潑,"['運動', '舞台']",False,,,,TopsTexTopYshirtsLCool1,1.0.0,4
674,clothes,頭戴物,小偷頭巾,ほっかむり,headkerchief,裁縫店,490,122,全年,False,酷感,"['恐怖', '戶外活動']",False,,,,CapFullfaceHokkamuriGreen,1.0.0,1
675,clothes,頭戴物,童話風頭巾,メルヘンなずきん,fairy-tale hood,裁縫店,1560,390,全年,False,可愛,"['童話世界', '舞台']",False,,,,CapBangsCowl0,1.0.0,8
676,clothes,頭戴物,木乃伊頭套,ミイラのかぶりもの,mummy mask,裁縫店,980,245,全年,False,酷感,"['童話世界', '恐怖', '舞台']",False,,,,CapFullfaceMummyWhite,1.0.0,1
677,clothes,頭戴物,兔子頭套,ウサギのかぶりもの,bunny hood,裁縫店,1120,280,全年,False,可愛,"['童話世界', '派對']",False,,,,CapBangsRabbit2,1.0.0,3
678,clothes,頭戴物,貓頭套,ネコのかぶりもの,cat cap,裁縫店,980,245,全年,False,可愛,"['童話世界', '派對', '舞台']",False,,,,CapBangsCat2,1.0.0,3
679,clothes,頭戴物,全罩式頭套,めだしぼう,ski mask,裁縫店,560,140,全年,False,酷感,['恐怖'],False,,,,CapFullfaceFaceknit1,1.0.0,5
680,clothes,頭戴物,骸骨頭套,ガイコツのかぶりもの,skeleton hood,裁縫店,1400,350,全年,False,酷感,"['童話世界', '恐怖', '舞台']",False,,,,CapCostumeSkullWhite,1.0.0,1
681,clothes,頭戴物,短版針織帽,あさいニットぼう,shallow knit cap,裁縫店,560,140,全年,True,簡單,"['日常生活', '戶外活動']",False,,,,CapHatShallow5,1.0.0,7
682,clothes,頭戴物,熊頭套,クマのかぶりもの,bear cap,裁縫店,1120,280,全年,False,可愛,"['童話世界', '派對', '舞台']",False,,,,CapBangsBear0,1.0.0,4
683,clothes,頭戴物,河童頭頂,カッパのおさら,kappa cap,裁縫店,980,245,全年,False,可愛,"['童話世界', '派對', '舞台']",False,,,,CapCostumeKappa0,1.0.0,2
684,clothes,頭戴物,船長帽子,キャプテンのぼうし,captain's hat,裁縫店,1680,420,全年,True,酷感,"['正式', '工作']",False,,,,CapHatCaptainWhite,1.0.0,1
685,clothes,頭戴物,報童帽,キャスケット,dandy hat,裁縫店,1100,275,全年,True,優雅,['日常生活'],False,,,,CapHatCasquette5,1.0.0,6
686,clothes,頭戴物,鐵甲面罩,アイアンアーマーヘルメット,knight's helmet,DIY,,3750,全年,False,酷感,"['童話世界', '恐怖']",True,"[{'count': 5, 'itemName': '鐵礦石'}]",['暴躁型村民'],,CapFullfaceKnightIron,1.0.0,1
687,clothes,頭戴物,青蛙頭套,カエルのかぶりもの,frog cap,裁縫店,1120,280,全年,False,可愛,"['童話世界', '派對', '舞台']",False,,,,CapCostumeFrog0,1.0.0,4
688,clothes,頭戴物,尖頭帽,とんがりぼうし,wizard's cap,裁縫店,880,220,全年,True,活潑,"['童話世界', '派對']",False,,,,CapHatWizard0,1.0.0,2
689,clothes,頭戴物,氣球帽,バルーンハット,balloon hat,裁縫店,1120,280,全年,True,活潑,"['派對', '舞台']",False,,,,CapHatBalloon1,1.0.0,4
690,clothes,下身,跳舞運動褲,ダンスジャージズボン,dance warm-up pants,裁縫店,1560,390,全年,False,活潑,"['運動', '舞台']",False,,,,BottomsTexPantsWideCool1,1.0.0,4
692,clothes,頭戴物,金頭盔,ゴールデンアーマーヘルメット,gold helmet,DIY,,50000,全年,False,華麗,"['童話世界', '恐怖']",True,"[{'count': 5, 'itemName': '金礦石'}]",['自戀型村民'],,CapFullfaceKnightGold,1.0.0,1
694,clothes,上身,蓬蓬袖罩衫,フリルパフブラウス,puffy-sleeve blouse,裁縫店,800,200,夏季,True,簡單,"['日常生活', '童話世界', '度假']",False,,,,TopsTexTopPuffHFrill2,1.0.0,4
695,clothes,套裝,連身褲,オールインワン,stylish jumpsuit,裁縫店,2100,525,全年,True,優雅,"['日常生活', '工作']",False,,,,TopsTexOnepieceSalopetteLAllinone1,1.0.0,5
696,clothes,頭戴物,優雅帽子,エレガントなぼうし,elegant hat,裁縫店,2100,525,全年,True,優雅,"['童話世界', '正式', '派對', '舞台']",False,,,,CapHatElegant3,1.0.0,5
697,clothes,頭戴物,美式足球安全帽,アメフトヘルメット,football helmet,裁縫店,1440,360,全年,False,活潑,"['運動', '工作']",False,,,,CapFullfaceFootball1,1.0.0,8
698,clothes,頭戴物,消防員帽子,しょうぼうしのぼうし,firefighter's hat,裁縫店,1680,420,全年,False,活潑,['工作'],False,,,,CapBangsFirefighter0,1.0.0,5
699,clothes,頭戴物,焊接面罩,ようせつマスク,welding mask,裁縫店,1040,260,全年,False,活潑,"['恐怖', '工作']",False,,,,CapMaskWelderRed,1.0.0,1
700,clothes,上身,聖誕毛衣,クリスマスセーター,holiday sweater,裁縫店,1800,450,全年,True,可愛,"['派對', '悠閒']",False,,,,TopsTexTopOuterLChristmas1,1.0.0,3
701,clothes,頭戴物,小丑帽子,ピエロのぼうし,jester's cap,裁縫店,1900,475,全年,True,活潑,"['童話世界', '恐怖', '派對', '舞台', '工作']",False,,,,CapHatClown1,1.0.0,4
702,clothes,頭戴物,頭盔,かぶと,samurai helmet,裁縫店,5880,1470,全年,False,活潑,"['舞台', '工作']",False,,,,CapCostumeSamurai3,1.0.0,5
703,clothes,套裝,肌肉裝,マッスルスーツ,instant-muscles suit,裁縫店,2280,570,全年,True,活潑,"['派對', '運動', '舞台']",False,,,,TopsTexOnepieceOverallLMuscle5,1.0.0,8
704,clothes,頭戴物,荷蘭帽子,オランダのぼうし,milkmaid hat,呂遊,,800,全年,False,優雅,"['日常生活', '正式']",False,,,,CapBangsVolendamWhite,1.0.0,1
705,clothes,鞋子,登山鞋,トレッキングシューズ,trekking shoes,裁縫店,1500,375,全年,False,活潑,"['戶外活動', '運動']",False,,,,ShoesHighcutTrekking6,1.0.0,8
706,clothes,頭戴物,飛行帽,ひこうぼう,pilot's cap,裁縫店,1120,280,全年,False,酷感,"['戶外活動', '工作']",False,,,,CapHelmetPilot1,1.0.0,3
707,clothes,頭戴物,嬰兒帽子,あかちゃんのぼうし,baby's hat,裁縫店,560,140,全年,False,可愛,['悠閒'],False,,,,CapBangsBonnet4,1.0.0,8
708,clothes,頭戴物,忍者頭巾,にんじゃずきん,ninja hood,裁縫店,1400,350,全年,False,酷感,"['童話世界', '工作']",False,,,,CapCostumeNinja0,1.0.0,8
709,clothes,頭戴物,棒球安全帽,やきゅうのヘルメット,batter's helmet,裁縫店,1040,260,全年,False,活潑,"['運動', '工作']",False,,,,CapHelmetBaseball3,1.0.0,5
710,clothes,頭戴物,馬術安全帽,ジョッキーヘルメット,jockey's helmet,裁縫店,1120,280,全年,True,活潑,"['運動', '工作']",False,,,,CapHatJockey7,1.0.0,8
711,clothes,頭戴物,職業摔角面具,プロレスのマスク,wrestling mask,裁縫店,1120,280,全年,False,活潑,"['運動', '舞台', '工作']",False,,,,CapCostumeWrestling4,1.0.0,6
712,clothes,頭戴物,熱狗頭套,ホットドッグマスク,hot-dog hood,裁縫店,560,140,全年,False,活潑,"['派對', '舞台']",False,,,,CapBangsSausage,1.0.0,1
713,clothes,頭戴物,耳罩針織帽,みみあてつきニット,knit cap with earflaps,裁縫店,1000,250,冬季,False,可愛,"['日常生活', '悠閒']",False,,,,CapBangsEarknit6,1.0.0,7
714,clothes,頭戴物,名偵探帽,めいたんていのぼうし,detective hat,裁縫店,2100,525,全年,True,優雅,['工作'],False,,,,CapHatDetective1,1.0.0,3
715,clothes,套裝,科技裝,サイバースーツ,cyber suit,裁縫店,3500,875,全年,True,酷感,"['派對', '舞台']",False,,,,TopsTexOnepieceOverallLCyber2,1.0.0,3
716,clothes,套裝,花式溜冰洋裝,フィギュアのドレス,figure-skating dress,裁縫店,2880,720,全年,True,活潑,"['運動', '舞台', '工作']",False,,,,TopsTexOnepieceBalloonNFigure6,1.0.0,7
717,clothes,頭戴物,太空人安全帽,アストロヘルメット,space helmet,裁縫店,4300,1075,全年,False,活潑,['工作'],False,,,,CapFullfaceAstronautWhite,1.0.0,1
718,clothes,頭戴物,漆彈面罩,ペイントボールマスク,paintball mask,裁縫店,1040,260,全年,False,酷感,"['戶外活動', '運動']",False,,,,CapMaskPaint1,1.0.0,4
719,clothes,頭戴物,草帽,むぎわらぼうし,straw hat,裁縫店,490,122,夏季,True,簡單,"['日常生活', '悠閒', '度假']",False,,,,CapHatStrawhat2,1.0.0,3
720,clothes,頭戴物,牛仔帽,テンガロンハット,outback hat,裁縫店,1560,390,全年,True,優雅,"['日常生活', '戶外活動', '工作']",False,,,,CapHatTengallon4,1.0.0,5
721,clothes,套裝,花式溜冰服裝,フィギュアないしょう,figure-skating costume,裁縫店,2880,720,全年,True,活潑,"['運動', '舞台', '工作']",False,,,,TopsTexOnepieceOverallLFigure6,1.0.0,7
723,clothes,襪子,卡通圖案襪,キャラクターソックス,funny-face socks,薛革,600,150,夏季,False,活潑,"['日常生活', '悠閒']",False,,,,SocksTexCharacter4,1.0.0,5
724,clothes,頭戴物,下雪針織帽,スノーニットぼう,snowy knit cap,裁縫店,700,175,冬季,True,簡單,"['日常生活', '戶外活動']",False,,,,CapHatSnowknit7,1.0.0,8
725,clothes,頭戴物,彩色粗橫紋針織帽,カラフルボーダーニットぼう,colorful striped knit cap,裁縫店,880,220,冬季,True,可愛,"['日常生活', '戶外活動']",False,,,,CapHatColorful0,1.0.0,6
726,clothes,下身,對話框短褲,アメコミがらハーフパンツ,comic shorts,裁縫店,1140,285,全年,False,酷感,"['悠閒', '度假']",False,,,,BottomsTexPantsHalfComic0,1.0.0,1
727,clothes,下身,束口燈籠褲,もんぺ,traditional monpe pants,裁縫店,1040,260,全年,False,簡單,"['戶外活動', '工作']",False,,,,BottomsTexPantsNormalMonpe3,1.0.0,4
728,clothes,下身,防雨褲,レインパンツ,rain pants,裁縫店,700,175,全年,False,簡單,['戶外活動'],False,,,,BottomsTexPantsWideRain7,1.0.0,8
729,clothes,下身,針織裙,ニットスカート,knit skirt,裁縫店,910,227,冬季,False,簡單,"['日常生活', '悠閒']",False,,,,BottomsTexSkirtBoxAran2,1.0.0,4
730,clothes,下身,毛毛裙,ファースカート,faux-fur skirt,裁縫店,1440,360,冬季,False,可愛,"['日常生活', '童話世界', '派對']",False,,,,BottomsTexSkirtAlineFur2,1.0.0,5
731,clothes,下身,荷葉邊棉褲,スウェットフリルズボン,frilly sweatpants,裁縫店,880,220,全年,False,可愛,['日常生活'],False,,,,BottomsTexPantsNormalSweatfrill5,1.0.0,6
732,clothes,下身,棉質長裙,スウェットロングスカート,long sweatskirt,裁縫店,1000,250,全年,False,活潑,"['日常生活', '悠閒']",False,,,,BottomsTexSkirtLongSweat1,1.0.0,4
733,clothes,下身,絨毛裙,ボアスカート,boa skirt,裁縫店,1300,325,冬季,False,活潑,"['日常生活', '戶外活動']",False,,,,BottomsTexSkirtBoxBoa3,1.0.0,8
734,clothes,下身,絨毛短褲,ボアハーフパンツ,boa shorts,裁縫店,1200,300,冬季,False,活潑,"['日常生活', '戶外活動']",False,,,,BottomsTexPantsHalfBoa7,1.0.0,8
735,clothes,下身,喇叭皮裙,レザーのフレアスカート,pleather flare skirt,裁縫店,1560,390,全年,False,活潑,"['日常生活', '正式']",False,,,,BottomsTexSkirtAlineLeather7,1.0.0,8
736,clothes,下身,前排釦蕾絲裙,まえボタンレースのスカート,buttoned lace skirt,裁縫店,1200,300,夏季,False,簡單,"['日常生活', '童話世界', '悠閒', '度假']",False,,,,BottomsTexSkirtLongLace1,1.0.0,5
737,clothes,下身,芭蕾舞紗裙,チュチュスカート,petal skirt,裁縫店,1540,385,全年,False,華麗,"['派對', '舞台']",False,,,,BottomsTexSkirtAlineTutu0,1.0.0,3
738,clothes,頭戴物,英雄安全帽,ヒーローヘルメット,zap helmet,裁縫店,1600,400,全年,False,活潑,"['童話世界', '舞台', '工作']",False,,,,CapFullfaceHero3,1.0.0,8
739,clothes,套裝,動力裝,パワードスーツ,power suit,裁縫店,3780,945,全年,True,活潑,"['童話世界', '舞台', '工作']",False,,,,TopsTexOnepieceOverallLPowered3,1.0.0,4
740,clothes,套裝,文藝復興洋裝,ルネッサンスなドレス,Renaissance dress,裁縫店,6000,1500,全年,True,華麗,"['童話世界', '正式', '派對', '舞台']",False,,,,TopsTexOnepieceAlongLRenaissance0,1.0.0,6
741,clothes,頭戴物,特本頭巾,ターバン,turban,呂遊,,800,全年,False,優雅,"['日常生活', '正式']",False,,,,CapHelmetTurban2,1.0.0,4
742,clothes,頭戴物,護目鏡安全帽,ゴーグルつきヘルメット,helmet with goggles,裁縫店,1100,275,全年,False,活潑,"['運動', '工作']",False,,,,CapCostumeGogglehelmet6,1.0.0,8
743,clothes,上身,背心連望遠鏡,そうがんきょうつきベスト,vest with binoculars,每日購物精選,1440,360,全年,True,簡單,"['戶外活動', '工作']",False,,,,TopsTexTopYshirtsLGlassBeige,1.0.0,1
745,clothes,上身,襯衫連照相機,カメラつきワイシャツ,shirt with camera,裁縫店,1440,360,全年,True,簡單,"['戶外活動', '工作']",False,,,,TopsTexTopYshirtsLCamera1,1.0.0,2
746,clothes,上身,刺繡細肩帶背心,ししゅうのキャミソール,embroidered tank,裁縫店,960,240,夏季,True,可愛,"['日常生活', '悠閒', '度假']",False,,,,TopsTexTopTshirtsNEmbroidery0,1.0.0,7
747,clothes,套裝,雪國服,さむいくにのふく,cold-country bunad,裁縫店,2520,630,冬季,True,優雅,"['正式', '派對']",False,,,,TopsTexOnepieceOverallLNordic2,1.0.0,3
748,clothes,頭戴物,全罩式安全帽,フルフェイスメット,racing helmet,裁縫店,1040,260,全年,False,酷感,"['戶外活動', '運動', '工作']",False,,,,CapFullfaceRacing1,1.0.0,8
749,clothes,襪子,奇馬約圖騰襪,チマヨがらソックス,geometric-print socks,裁縫店,950,237,全年,False,活潑,['戶外活動'],False,,,,SocksTexChimayo4,1.0.0,6
750,clothes,頭戴物,馴鹿帽子,トナカイのぼうし,reindeer hat,裁縫店,1120,280,全年,False,可愛,"['童話世界', '派對', '舞台']",False,,,,CapBangsReindeerBrown,1.6.0,1
751,clothes,頭戴物,牛骨帽,うしのほね,imitation cow skull,裁縫店,1120,280,全年,True,酷感,"['恐怖', '舞台']",False,,,,CapHatCowWhite,1.0.0,1
752,clothes,下身,千鳥格紋裙,ちどりのスカート,plover skirt,裁縫店,1200,300,冬季,False,可愛,"['日常生活', '正式', '派對', '工作']",False,,,,BottomsTexSkirtBoxChidori1,1.0.0,3
754,clothes,下身,拼接裙,シャビーなスカート,upcycled skirt,裁縫店,1320,330,全年,False,簡單,"['日常生活', '童話世界', '派對']",False,,,,BottomsTexSkirtAlineShabby1,1.0.0,3
755,clothes,下身,印花牛仔褲,プリントデニム,embellished denim pants,裁縫店,1300,325,全年,False,酷感,"['日常生活', '戶外活動']",False,,,,BottomsTexPantsWidePrintdenim0,1.0.0,3
