name_c,name_j,name_e,category,filename,obtainedFrom,sell,buy,seasonalAvailability,styles,themes,villagerEquippable,variations
忍者服,しのびのふく,ninja costume,套裝,TopsTexOnepieceOverallLNinja0,裁縫店,560,2240,全年,活潑,"['童話世界', '舞台', '工作']",True,8
貴族洋裝,きぞくのドレス,noble dress,套裝,TopsTexOnepieceDressLNoble2,裁縫店,1300,5200,全年,華麗,"['童話世界', '正式', '派對', '舞台']",True,8
女英雄裝,ヒロインスーツ,noble zap suit,套裝,TopsTexOnepieceAlineLHeroine0,裁縫店,690,2760,全年,活潑,"['童話世界', '舞台', '工作']",True,8
護士連身裙,かんごしのワンピース,nurse's dress uniform,套裝,TopsTexOnepieceBoxHNurse1,裁縫店,550,2200,全年,簡單,['工作'],True,3
公司制服,オフィスなふく,office uniform,套裝,TopsTexOnepieceBoxLOffice2,裁縫店,400,1600,全年,簡單,"['正式', '工作']",True,3
鄰家女孩和服,まちむすめのきもの,old commoner's kimono,套裝,TopsTexOnepieceKimonoLShitamachi3,裁縫店,480,1920,全年,簡單,['日常生活'],True,4
夏蜜柑服,オレンジのふく,orange dress,套裝,TopsTexOnepieceAlineNOrange,DIY,1600,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
背心裙,ジャンパースカート,overall dress,套裝,TopsTexOnepieceBoxHJumperskirt0,裁縫店,500,2000,全年,活潑,['日常生活'],True,5
滿版圖案連身裙,おおばんがらワンピ,oversized print dress,套裝,TopsTexOnepieceBoxNStandard0,裁縫店,450,1800,夏季,可愛,"['派對', '度假']",True,6
拼接寬版衛衣,きりかえビッグスウェット,oversized-sweats dress,套裝,TopsTexOnepieceRibLSwitchsweat0,裁縫店,375,1500,全年,活潑,"['日常生活', '悠閒', '運動']",True,5
油漆連身工作服,ペイントつなぎ,painter's coverall,套裝,TopsTexOnepieceOverallLPaint2,裁縫店,400,1600,全年,活潑,"['戶外活動', '工作']",True,3
睡衣連身裙,パジャマワンピ,pajama dress,套裝,TopsTexOnepieceBoxLPajamas2,裁縫店,300,1200,全年,簡單,['悠閒'],True,5
尼羅河服,ナイルなふく,palatial tank dress,套裝,TopsTexOnepieceAlongNNile,裁縫店,630,2520,全年,華麗,['正式'],True,0
連帽上衣配襯衫連身裙,パーカーインシャツワンピ,parka and shirtdress,套裝,TopsTexOnepieceRibLParkershirt2,裁縫店,400,1600,全年,酷,"['日常生活', '悠閒']",True,3
連帽連身裙,パーカーワンピ,parka dress,套裝,TopsTexOnepieceRibLParka4,裁縫店,400,1600,全年,活潑,"['日常生活', '悠閒']",True,5
桃子服,モモのふく,peach dress,套裝,TopsTexOnepieceAlineNPeach0,DIY,1600,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
海軍大衣連裙子,スカートつきピーコート,peacoat-and-skirt combo,套裝,TopsTexOnepieceAlineLPcoat1,裁縫店,600,2400,冬季,可愛,['日常生活'],True,2
梨子服,ナシのふく,pear dress,套裝,TopsTexOnepieceAlineNPear0,DIY,1600,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
埃及服,エジプトのふく,pharaoh's outfit,套裝,TopsTexOnepieceBlongHEgypt,裁縫店,630,2520,全年,華麗,['正式'],True,0
機長服,きちょうのふく,pilot's uniform,套裝,TopsTexOnepieceOverallLPilot1,裁縫店,560,2240,全年,活潑,"['正式', '工作']",True,3
和風連袖圍裙,かっぽうぎ,pinafore,套裝,TopsTexOnepieceBlongLKappogi1,裁縫店,400,1600,全年,簡單,"['日常生活', '工作']",True,3
鳳梨服,パイナップルのふく,pineapple dress,套裝,TopsTexOnepieceAlineNPineapple,裁縫店,375,1500,夏季,可愛,"['童話世界', '派對', '度假']",True,0
洋娃娃風連身裙,ドーリーワンピース,pintuck-pleated dress,套裝,TopsTexOnepieceBalloonHDolly0,裁縫店,400,1600,夏季,可愛,"['日常生活', '童話世界']",True,6
睡衣,パジャマ,PJ outfit,套裝,TopsTexOnepieceOverallLPajama2,裁縫店,262,1050,全年,簡單,['悠閒'],True,5
方塊格紋連身裙,ブロックチェックワンピ,plaid-print dress,套裝,TopsTexOnepieceBalloonNBlockcheck1,裁縫店,500,2000,夏季,可愛,"['日常生活', '童話世界', '度假']",True,4
千鳥格紋連身裙,ちどりごうしワンピース,plover dress,套裝,TopsTexOnepieceBoxLChidori1,裁縫店,400,1600,全年,優雅,"['日常生活', '工作']",True,3
動力裝,パワードスーツ,power suit,套裝,TopsTexOnepieceOverallLPowered3,裁縫店,945,3780,全年,活潑,"['童話世界', '舞台', '工作']",True,4
氣質套裝,せいそなアンサンブル,prim outfit,套裝,TopsTexOnepieceBoxLEnsemble1,裁縫店,480,1920,全年,優雅,"['正式', '派對', '工作']",True,3
公主服,プリンセスなふく,princess dress,套裝,TopsTexOnepieceDressLPrincess7,裁縫店,1375,5500,全年,優雅,"['童話世界', '正式', '派對']",True,8
賽車服,レーサーなふく,racing outfit,套裝,TopsTexOnepieceOverallLRacer3,裁縫店,612,2450,全年,活潑,"['運動', '工作']",True,4
奢華套裝,バブリーなセットアップ,rad power skirt suit,套裝,TopsTexOnepieceBoxLBubbly0,裁縫店,560,2240,全年,華麗,"['派對', '舞台', '工作']",True,7
文藝復興洋裝,ルネッサンスなドレス,Renaissance dress,套裝,TopsTexOnepieceAlongLRenaissance0,裁縫店,1500,6000,全年,華麗,"['童話世界', '正式', '派對', '舞台']",True,6
復古A字連身裙,レトロＡラインワンピース,retro A-line dress,套裝,TopsTexOnepieceAlineLRetro2,裁縫店,637,2550,全年,可愛,['派對'],True,5
復古直筒連身裙,レトロボックスワンピース,retro dress,套裝,TopsTexOnepieceBoxNRetro1,裁縫店,637,2550,全年,優雅,['派對'],True,6
摩登少女連身裙,モガなワンピース,retro sleeveless dress,套裝,TopsTexOnepieceBoxNModern2,裁縫店,400,1600,全年,優雅,['派對'],True,5
馬甲洋裝,コルセットドレス,ruffled dress,套裝,TopsTexOnepieceBalloonLCorset1,裁縫店,1060,4240,全年,可愛,"['童話世界', '正式', '恐怖', '派對']",True,3
橄欖球制服,ラグビーのユニフォーム,rugby uniform,套裝,TopsTexOnepieceOverallHRugby0,裁縫店,440,1760,全年,活潑,"['運動', '工作']",True,8
倫巴服裝,ルンバないしょう,rumba costume,套裝,TopsTexOnepieceSalopetteLRumba0,裁縫店,650,2600,全年,優雅,"['派對', '舞台']",True,3
倫巴洋裝,ルンバなドレス,rumba dress,套裝,TopsTexOnepieceAlongHRumba0,裁縫店,650,2600,全年,優雅,"['派對', '舞台']",True,3
海軍風連身裙,マリンルックワンピース,sailor-collar dress,套裝,TopsTexOnepieceBalloonHMarine0,裁縫店,480,1920,夏季,可愛,"['日常生活', '童話世界', '度假']",True,4
印度傳統服裝,サリー,sari,套裝,TopsTexOnepieceBlongHSally0,裁縫店,630,2520,全年,優雅,"['日常生活', '正式']",True,4
緞面連身裙,サテンのワンピース,satin dress,套裝,TopsTexOnepieceBalloonNSatin2,裁縫店,400,1600,全年,華麗,"['正式', '派對', '舞台']",True,5
學校罩衣,スクールスモック,school smock,套裝,TopsTexOnepieceBoxLSchoolsmockNavy,裁縫店,500,2000,全年,簡單,['正式'],True,0
警官服,けいかんのふく,security uniform,套裝,TopsTexOnepieceOverallLPoliceNavy,裁縫店,560,2240,全年,活潑,"['正式', '工作']",True,0
披肩配連身裙,ショールコーデワンピ,shawl-and-dress combo,套裝,TopsTexOnepieceRibLShawl0,裁縫店,500,2000,冬季,優雅,"['日常生活', '悠閒']",True,4
綿羊服,ひつじなふく,sheep costume,套裝,TopsTexOnepieceRibNSheep0,裁縫店,425,1700,全年,可愛,"['童話世界', '派對', '舞台']",True,4
貝殼洋裝,かいがらのドレス,shell dress,套裝,TopsTexOnepieceAlongNMermaid4,裁縫店,875,3500,夏季,華麗,"['童話世界', '派對', '舞台', '度假']",True,6
襯衫連身裙,シャツワンピ,shirtdress,套裝,TopsTexOnepieceBoxLShirt2,裁縫店,400,1600,全年,簡單,"['日常生活', '悠閒']",True,3
連身短褲,ショートコンビネゾン,shorts outfit,套裝,TopsTexOnepieceSalopetteNCombinaison4,裁縫店,420,1680,夏季,優雅,"['日常生活', '度假']",True,5
簡約格紋連身裙,シンプルチェックのワンピ,simple checkered dress,套裝,TopsTexOnepieceAlineNPlaid0,裁縫店,300,1200,夏季,簡單,"['日常生活', '童話世界', '度假']",True,3
素色社交和服,むじのほうもんぎ,simple visiting kimono,套裝,TopsTexOnepieceKimonoLHomongi7,裁縫店,620,2480,全年,優雅,"['正式', '派對']",True,8
簡約點點連身裙,シンプルドットワンピース,simple-dots dress,套裝,TopsTexOnepieceAlineNSimpledot4,裁縫店,300,1200,夏季,簡單,"['日常生活', '度假']",True,5
吊帶裙,つりスカート,skirt with suspenders,套裝,TopsTexOnepieceAlineHSuspendersskirt4,裁縫店,400,1600,全年,可愛,['日常生活'],True,5
飛天蛋衣服,そらとぶたまごのふく,sky-egg outfit,套裝,TopsTexOnepieceRibNEggsky0,DIY,1200,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
無袖襯衫連身裙,そでなしシャツワンピ,sleeveless shirtdress,套裝,TopsTexOnepieceAlineNShirt1,裁縫店,400,1600,夏季,簡單,"['日常生活', '度假']",True,4
旗袍,チャイナドレス,sleeveless silk dress,套裝,TopsTexOnepieceBlongLChina3,裁縫店,630,2520,全年,優雅,"['日常生活', '正式', '派對']",True,7
無袖針織連身裙,そでなしニットワンピ,sleeveless sweater dress,套裝,TopsTexOnepieceRibNKnit2,裁縫店,400,1600,全年,活潑,"['日常生活', '悠閒']",True,6
太空服,うちゅうふく,space suit,套裝,TopsTexOnepieceOverallLSpaceWhite,裁縫店,1250,5000,全年,酷,['工作'],True,0
小矮人服,こびとのふく,sprite costume,套裝,TopsTexOnepieceOverallHDwarf1,裁縫店,625,2500,全年,可愛,['童話世界'],True,7
復古歌星服,スタアのふく,star costume,套裝,TopsTexOnepieceOverallLStarsinger0,裁縫店,700,2800,全年,華麗,"['派對', '舞台']",True,5
蒸汽龐克服,スチームパンクなふく,steampunk costume,套裝,TopsTexOnepieceOverallLSteampunk0,裁縫店,560,2240,全年,酷,"['童話世界', '舞台']",True,2
迷幻連身工作服,サイケなつなぎ,stellar jumpsuit,套裝,TopsTexOnepieceSalopetteLPsychedelic2,裁縫店,400,1600,全年,活潑,"['派對', '舞台']",True,5
岩石蛋衣服,いわのたまごのふく,stone-egg outfit,套裝,TopsTexOnepieceRibNEggrock0,DIY,1200,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
草莓服,イチゴのふく,strawberry dress,套裝,TopsTexOnepieceAlineNStrawberry,裁縫店,450,1800,全年,可愛,"['童話世界', '派對', '舞台']",True,0
粗橫紋連身裙,ボーダーワンピース,striped dress,套裝,TopsTexOnepieceAlineLBorder5,裁縫店,400,1600,全年,簡單,"['日常生活', '悠閒']",True,8
繞頸連身裙,ホルターネックのワンピース,striped halter dress,套裝,TopsTexOnepieceAlineNHalterneckstripe0,裁縫店,375,1500,夏季,優雅,"['日常生活', '悠閒', '度假']",True,4
條紋連身長裙,ストライプのマキシワンピ,striped maxi dress,套裝,TopsTexOnepieceAlongNStripe0,裁縫店,350,1400,夏季,優雅,"['日常生活', '度假']",True,4
連身褲,オールインワン,stylish jumpsuit,套裝,TopsTexOnepieceSalopetteLAllinone1,裁縫店,525,2100,全年,優雅,"['日常生活', '工作']",True,5
鬥牛士服,マタドールなふく,suit of lights,套裝,TopsTexOnepieceOverallLBull0,裁縫店,630,2520,全年,活潑,"['運動', '舞台', '工作']",True,5
中山裝,つめえりスーツ,suit with stand-up collar,套裝,TopsTexOnepieceOverallLHighcollar2,裁縫店,450,1800,全年,酷,"['日常生活', '正式', '工作']",True,4
向日葵連身裙,ひまわりのワンピース,sunflower dress,套裝,TopsTexOnepieceBalloonNSunflower0,裁縫店,375,1500,夏季,可愛,"['日常生活', '童話世界', '度假']",True,3
超級英雄裝,スーパーヒーロースーツ,superhero uniform,套裝,TopsTexOnepieceOverallLSuper2,裁縫店,910,3640,全年,活潑,"['舞台', '工作']",True,4
吊帶服,サスペンダーなふく,suspender outfit,套裝,TopsTexOnepieceOverallLSuspenders3,裁縫店,475,1900,全年,優雅,"['日常生活', '正式', '派對']",True,5
針織連身裙,ニットワンピース,sweater dress,套裝,TopsTexOnepieceRibLKnit0,裁縫店,367,1470,冬季,簡單,"['日常生活', '悠閒']",True,3
天使連身裙,エンジェルなワンピース,sweet dress,套裝,TopsTexOnepieceBalloonHAngel0,裁縫店,675,2700,全年,簡單,"['童話世界', '派對', '舞台']",True,2
馬甲連身裙,ビスチェワンピース,sweetheart dress,套裝,TopsTexOnepieceAlongLBustier3,裁縫店,400,1600,全年,簡單,"['日常生活', '悠閒']",True,5
探戈洋裝,タンゴなドレス,tango dress,套裝,TopsTexOnepieceBoxNTango1,裁縫店,650,2600,全年,華麗,"['派對', '舞台']",True,6
T恤連身裙,Ｔシャツワンピ,tee dress,套裝,TopsTexOnepieceBoxHTshirts3,裁縫店,375,1500,全年,簡單,"['日常生活', '悠閒']",True,6
老虎T恤連身裙,トラのＴシャツワンピ,tiger-face tee dress,套裝,TopsTexOnepieceBoxHTiger1,裁縫店,300,1200,全年,華麗,"['日常生活', '恐怖', '悠閒']",True,5
緊身連身皮衣,ボンテージ,tight punk outfit,套裝,TopsTexOnepieceOverallLBondage0,裁縫店,480,1920,全年,酷,['舞台'],True,2
羅馬服,ローマなふく,toga,套裝,TopsTexOnepieceBlongHToga0,裁縫店,630,2520,全年,優雅,"['正式', '舞台']",True,2
鳳梨圖案夏威夷連身裙,パインがらムームー,tropical muumuu,套裝,TopsTexOnepieceAlineNMuumuu1,裁縫店,450,1800,夏季,活潑,"['悠閒', '度假']",True,5
鮪魚壽司裝,まぐろずし,tuna-sushi costume,套裝,TopsTexOnepieceRibNTuna,裁縫店,480,1920,全年,可愛,"['童話世界', '派對', '舞台']",True,0
斜紋軟呢連身裙,ツイードワンピース,tweed dress,套裝,TopsTexOnepieceAlineLTweed1,裁縫店,400,1600,全年,可愛,"['日常生活', '童話世界']",True,3
墨西哥少女洋裝,セニョリータなドレス,Victorian dress,套裝,TopsTexOnepieceDressLMexico3,裁縫店,630,2520,全年,華麗,"['正式', '派對', '舞台']",True,6
視覺系洋裝,ヴィジュアルけいドレス,visual-punk dress,套裝,TopsTexOnepieceBalloonHVisual0,裁縫店,510,2040,全年,酷,"['派對', '舞台', '工作']",True,0
視覺系服裝,ヴィジュアルけいコスチューム,visual-punk outfit,套裝,TopsTexOnepieceOverallLVisualBlack,裁縫店,510,2040,全年,酷,"['派對', '舞台', '工作']",True,0
魚兒蛋衣服,サカナのたまごのふく,water-egg outfit,套裝,TopsTexOnepieceRibNEggfish0,DIY,1200,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
西瓜服,スイカのふく,watermelon dress,套裝,TopsTexOnepieceAlineNWatermelon,裁縫店,375,1500,夏季,可愛,"['童話世界', '派對', '度假']",True,0
魔術師長袍,まじゅつしのローブ,wizard's robe,套裝,TopsTexOnepieceRobeLWizard0,裁縫店,1000,4000,全年,華麗,"['童話世界', '派對']",True,2
森林蛋衣服,ウッディなたまごのふく,wood-egg outfit,套裝,TopsTexOnepieceRibNEggforest0,DIY,1200,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
職業摔角裝,プロレススーツ,wrestler uniform,套裝,TopsTexOnepieceOverallNWrestling4,裁縫店,400,1600,全年,活潑,"['運動', '舞台', '工作']",True,6
摔角制服,レスリングのユニフォーム,wrestling singlet,套裝,TopsTexOnepieceOverallNWrestler0,裁縫店,385,1540,全年,活潑,"['運動', '工作']",True,3
英雄裝,ヒーロースーツ,zap suit,套裝,TopsTexOnepieceOverallLHero3,裁縫店,690,2760,全年,活潑,"['童話世界', '舞台', '工作']",True,8
民族風連身裙,エスニックワンピ,zigzag-print dress,套裝,TopsTexOnepieceAlongNEthnic3,裁縫店,500,2000,夏季,優雅,['度假'],True,6
尖頂針織帽,どんぐりニット,acorn knit cap,頭戴物,CapHatAcorn3,裁縫店,220,880,全年,可愛,"['日常生活', '悠閒']",True,6
提洛爾帽子,チロリアンハット,alpinist hat,頭戴物,CapHatTyrolean2,呂遊,500,,全年,簡單,"['日常生活', '正式']",True,3
官帽,かんぼう,ancient administrator hat,頭戴物,CapHatKanboBlack,呂遊,800,,全年,優雅,"['正式', '工作']",True,0
蘋果帽子,リンゴのぼうし,apple hat,頭戴物,CapHatApple0,DIY,1000,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
手編阿倫花樣針織帽,アランニットぼう,Aran-knit cap,頭戴物,CapHatAlan0,裁縫店,220,880,冬季,簡單,"['日常生活', '戶外活動', '悠閒']",True,4
嬰兒帽子,あかちゃんのぼうし,baby's hat,頭戴物,CapBangsBonnet4,裁縫店,140,560,全年,可愛,['悠閒'],False,8
氣球帽,バルーンハット,balloon hat,頭戴物,CapHatBalloon1,裁縫店,280,1120,全年,活潑,"['派對', '舞台']",True,4
斗笠,かさぼうし,bamboo hat,頭戴物,CapHatAjiroBeige,DIY,200,,全年,簡單,"['童話世界', '戶外活動']",True,0
髮夾,バレッタ,barrette,頭戴物,CapOrnamentTBarrette0,裁縫店,122,490,全年,優雅,"['日常生活', '童話世界', '派對']",True,0
棒球帽,ベースボールキャップ,baseball cap,頭戴物,CapHatBaseball3,裁縫店,210,840,全年,活潑,"['戶外活動', '運動', '工作']",True,5
棒球安全帽,やきゅうのヘルメット,batter's helmet,頭戴物,CapHelmetBaseball3,裁縫店,260,1040,全年,活潑,"['運動', '工作']",False,5
熊頭套,クマのかぶりもの,bear cap,頭戴物,CapBangsBear0,裁縫店,280,1120,全年,可愛,"['童話世界', '派對', '舞台']",False,4
貝雷帽,ベレーぼう,beret,頭戴物,CapHatBeret5,裁縫店,220,880,全年,優雅,"['日常生活', '正式', '派對']",True,6
單車安全帽,サイクルヘルメット,bicycle helmet,頭戴物,CapHatCyclemet2,裁縫店,275,1100,全年,活潑,['運動'],True,8
生日帽,バースデーハット,birthday hat,頭戴物,CapHatBirthday2,活動：玩家生日,600,,全年,華麗,['派對'],True,3
藍色玫瑰花冠,バラのかんむり・ブルー,blue rose crown,頭戴物,CapOrnamentRose4,DIY,12000,,全年,可愛,"['童話世界', '派對', '度假']",True,0
蝴蝶結圓頂硬禮帽,リボンボーラーハット,bowler hat with ribbon,頭戴物,CapHatBowler3,裁縫店,275,1100,全年,優雅,"['童話世界', '正式', '派對']",True,5
丸子頭,おだんごあたま,bun wig,頭戴物,CapWigDoublebun3,裁縫店,360,1440,全年,可愛,['舞台'],False,7
復活節花冠,イースターなかんむり,Bunny Day crown,頭戴物,CapOrnamentCEgg0,DIY,2400,,全年,優雅,"['童話世界', '派對', '舞台']",True,0
兔子耳朵,バニーのみみ,bunny ears,頭戴物,CapOrnamentFBunny0,裁縫店,280,1120,全年,可愛,"['童話世界', '派對', '舞台']",True,4
兔子頭套,ウサギのかぶりもの,bunny hood,頭戴物,CapBangsRabbit2,裁縫店,280,1120,全年,可愛,"['童話世界', '派對']",False,3
船長帽子,キャプテンのぼうし,captain's hat,頭戴物,CapHatCaptainWhite,裁縫店,420,1680,全年,酷,"['正式', '工作']",True,0
貓頭套,ネコのかぶりもの,cat cap,頭戴物,CapBangsCat2,裁縫店,245,980,全年,可愛,"['童話世界', '派對', '舞台']",False,3
捕手面罩,キャッチャーマスク,catcher's mask,頭戴物,CapFullfaceCatcher3,裁縫店,390,1560,全年,活潑,"['運動', '工作']",False,5
騎士帽,じゅうきしのぼうし,cavalier hat,頭戴物,CapHatCavalier1,裁縫店,400,1600,全年,優雅,"['童話世界', '舞台']",True,3
廚師帽,コックさんのぼうし,chef's hat,頭戴物,CapHatCockWhite,裁縫店,210,840,全年,簡單,['工作'],True,0
櫻桃帽子,さくらんぼのぼうし,cherry hat,頭戴物,CapHatCherry0,DIY,1000,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
典雅菊花花冠,キクのかんむり・シック,chic mum crown,頭戴物,CapOrnamentMum2,DIY,960,,全年,可愛,"['童話世界', '派對', '度假']",True,0
典雅玫瑰花冠,バラのかんむり・シック,chic rose crown,頭戴物,CapOrnamentRose3,DIY,2880,,全年,可愛,"['童話世界', '派對', '度假']",True,0
典雅鬱金香花冠,チューリップのかんむり・シック,chic tulip crown,頭戴物,CapOrnamentTulip2,DIY,1440,,全年,可愛,"['童話世界', '派對', '度假']",True,0
金幣頭飾,コインヘッドピース,coin headpiece,頭戴物,CapHelmetCoinGold,呂遊,1350,,全年,華麗,['舞台'],False,0
彩色粗橫紋針織帽,カラフルボーダーニットぼう,colorful striped knit cap,頭戴物,CapHatColorful0,裁縫店,220,880,冬季,可愛,"['日常生活', '戶外活動']",True,6
鋼盔,コンバットヘルメット,combat helmet,頭戴物,CapHatCombat1,裁縫店,280,1120,全年,活潑,['戶外活動'],True,2
音樂家假髮,おんがくかのかつら,composer's wig,頭戴物,CapHelmetMusicBlack,裁縫店,420,1680,全年,優雅,"['童話世界', '正式', '派對', '舞台', '工作']",False,0
清新風信子花冠,ヒヤシンスのかんむり・クール,cool hyacinth crown,頭戴物,CapOrnamentHyacinth2,DIY,1280,,全年,可愛,"['童話世界', '派對', '度假']",True,0
清新三色堇花冠,パンジーのかんむり・クール,cool pansy crown,頭戴物,CapOrnamentPansy2,DIY,960,,全年,可愛,"['童話世界', '派對', '度假']",True,0
清新銀蓮花花冠,アネモネのかんむり・クール,cool windflower crown,頭戴物,CapOrnamentAnemone2,DIY,960,,全年,可愛,"['童話世界', '派對', '度假']",True,0
波斯菊花冠,コスモスのかんむり,cosmos crown,頭戴物,CapOrnamentCosmos1,DIY,480,,全年,可愛,"['童話世界', '派對', '度假']",True,0
后冠,クイーンのかんむり,crown,頭戴物,CapOrnamentAQueen0,裁縫店,250000,1000000,全年,華麗,"['童話世界', '正式', '派對', '舞台']",True,0
可愛百合花冠,ユリのかんむり・キュート,cute lily crown,頭戴物,CapOrnamentYuri2,DIY,800,,全年,可愛,"['童話世界', '派對', '度假']",True,0
可愛玫瑰花冠,バラのかんむり・キュート,cute rose crown,頭戴物,CapOrnamentRose2,DIY,960,,全年,可愛,"['童話世界', '派對', '度假']",True,0
單車帽,サイクルキャップ,cycling cap,頭戴物,CapHatCycle0,裁縫店,275,1100,全年,活潑,"['戶外活動', '運動']",True,8
DAL帽,ＤＡＬキャップ,DAL cap,頭戴物,CapHatDal0,Dodo公司,1010,,全年,簡單,"['戶外活動', '運動', '度假']",True,0
報童帽,キャスケット,dandy hat,頭戴物,CapHatCasquette5,裁縫店,275,1100,全年,優雅,['日常生活'],True,6
深色波斯菊花冠,コスモスのかんむり・ダーク,dark cosmos crown,頭戴物,CapOrnamentCosmos3,DIY,3360,,全年,可愛,"['童話世界', '派對', '度假']",True,0
深色百合花冠,ユリのかんむり・ダーク,dark lily crown,頭戴物,CapOrnamentYuri3,DIY,960,,全年,可愛,"['童話世界', '派對', '度假']",True,0
深色鬱金香花冠,チューリップのかんむり・ダーク,dark tulip crown,頭戴物,CapOrnamentTulip3,DIY,800,,全年,可愛,"['童話世界', '派對', '度假']",True,0
牛仔布帽,デニムキャップ,denim cap,頭戴物,CapHatDenim0,裁縫店,192,770,全年,簡單,"['日常生活', '戶外活動', '運動']",True,4
名偵探帽,めいたんていのぼうし,detective hat,頭戴物,CapHatDetective1,裁縫店,525,2100,全年,優雅,['工作'],True,3
頭戴式耳機,ヘッドホン,DJ cap,頭戴物,CapBangsHeadphone3,裁縫店,192,770,全年,簡單,"['日常生活', '悠閒', '運動']",False,4
三角巾,さんかくきん,do-rag,頭戴物,CapHatTriangle4,裁縫店,140,560,全年,簡單,['工作'],True,8
圓點浴帽,みずたまシャワーキャップ,dotted shower cap,頭戴物,CapHatShowercap0,裁縫店,140,560,全年,簡單,['悠閒'],True,2
地面蛋殼,じめんのたまごのから,earth-egg shell,頭戴物,CapHatEggground0,DIY,800,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
蛋派對帽,たまごのパーティーハット,egg party hat,頭戴物,CapHatEggparty0,DIY,4800,,全年,華麗,"['童話世界', '派對', '舞台']",True,0
蛋殼,たまごのから,eggshell,頭戴物,CapHatEggWhite,裁縫店,140,560,全年,簡單,"['童話世界', '派對', '舞台']",True,0
老翁能面具,おきなののうめん,elder mask,頭戴物,CapMaskOkinaWhite,呂遊,1500,,全年,優雅,"['恐怖', '舞台']",True,0
優雅帽子,エレガントなぼうし,elegant hat,頭戴物,CapHatElegant3,裁縫店,525,2100,全年,優雅,"['童話世界', '正式', '派對', '舞台']",True,5
探險帽,たんけんぼう,explorer's hat,頭戴物,CapHatExpedition2,裁縫店,260,1040,全年,活潑,"['戶外活動', '工作']",True,4
童話風頭巾,メルヘンなずきん,fairy-tale hood,頭戴物,CapBangsCowl0,裁縫店,390,1560,全年,可愛,"['童話世界', '舞台']",False,8
仿毛皮帽,フェイクファーハット,faux-fur hat,頭戴物,CapHatUshanka5,裁縫店,325,1300,冬季,優雅,"['日常生活', '正式', '派對']",True,7
紳士帽,なかおれハット,fedora,頭戴物,CapHatFelt4,裁縫店,275,1100,全年,酷,"['日常生活', '正式', '工作']",True,6
消防員帽子,しょうぼうしのぼうし,firefighter's hat,頭戴物,CapBangsFirefighter0,裁縫店,420,1680,全年,活潑,['工作'],False,5
鮮艷髮飾,はでなかみかざり,flashy hairpin,頭戴物,CapOrnamentLGaudy6,裁縫店,585,2340,全年,華麗,"['日常生活', '派對', '舞台']",True,7
花朵髮夾,おはなのヘアピン,floral hairpin,頭戴物,CapOrnamentLFlowerhairpin0,裁縫店,122,490,全年,可愛,"['日常生活', '童話世界']",True,5
美式足球安全帽,アメフトヘルメット,football helmet,頭戴物,CapFullfaceFootball1,裁縫店,360,1440,全年,活潑,"['運動', '工作']",False,8
狐狸面具,キツネのおめん,fox mask,頭戴物,CapMaskFox0,裁縫店,350,1400,全年,酷,"['恐怖', '舞台']",True,2
青蛙頭套,カエルのかぶりもの,frog cap,頭戴物,CapCostumeFrog0,裁縫店,280,1120,全年,可愛,"['童話世界', '派對', '舞台']",False,4
簡樸帽子,しっそなぼうし,frugal hat,頭戴物,CapHatSimple1,裁縫店,87,350,全年,簡單,"['童話世界', '恐怖']",True,3
藝妓假髮,ゲイシャさん,geisha wig,頭戴物,CapWigGeisya6,呂遊,1350,,全年,可愛,"['舞台', '工作']",False,7
大蝴蝶結,おおきなリボン,giant ribbon,頭戴物,CapOrnamentTRibbon6,裁縫店,367,1470,全年,可愛,"['童話世界', '派對', '舞台']",True,8
黑衛士兵團帽,グレンガリーぼう,glengarry,頭戴物,CapHatGreeneryRed,裁縫店,330,1320,全年,優雅,"['正式', '工作']",True,0
金頭盔,ゴールデンアーマーヘルメット,gold helmet,頭戴物,CapFullfaceKnightGold,DIY,50000,,全年,華麗,"['童話世界', '恐怖']",False,0
金色玫瑰花冠,バラのかんむり・ゴールド,gold rose crown,頭戴物,CapOrnamentRose5,DIY,12000,,全年,可愛,"['童話世界', '派對', '度假']",True,0
頭飾,ヘッドドレス,gothic headdress,頭戴物,CapHelmetHeaddress1,裁縫店,280,1120,全年,優雅,"['童話世界', '派對', '舞台']",False,6
葡萄帽子,ぶどうのぼうし,grape hat,頭戴物,CapHatGrape,裁縫店,175,700,全年,可愛,"['童話世界', '派對', '舞台']",True,0
天使光環,てんしのわ,halo,頭戴物,CapOrnamentAAngel0,裁縫店,555,2220,全年,可愛,"['童話世界', '派對', '舞台']",True,0
髮帶,ヘアターバン,headband,頭戴物,CapWigTurban0,裁縫店,350,1400,全年,可愛,['悠閒'],False,4
拳擊頭套,ヘッドギア,headgear,頭戴物,CapCostumeHeadgear0,裁縫店,227,910,全年,活潑,"['運動', '工作']",False,3
