id,name_e,name_j,name_c,filename,birthday,catchphrase,colors,favoriteSong,gender,hobby,personality,species,houseImage,wallpaper,flooring,furnitureList
26728,Wade,カマボコ,竹輪,pgn09,10/30,所以啦,"['淺藍', '藍色']",藍色飯糰,♂,大自然,悠閒,企鵝,pgn09_294_Wade,"{'name': '冰雪壁紙', 'filename': 'RoomSpWallIce00'}","{'name': '冰雪地板', 'filename': 'RoomSpFloorIce00'}","[{'name': '冰椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceChairS_Remake_0_0.png'}, {'name': '貝殼燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_0_0.png'}, {'name': '冰桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceTableL_Remake_0_0.png'}, {'name': '貝殼噴泉', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellFountain_Remake_0_0.png'}, {'name': '貝殼屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellScreen_Remake_0_0.png'}, {'name': '海天使', 'filename': 'https://acnhcdn.com/latest/BookFishIcon/FishKurioneCropped.png'}, {'name': '貝殼廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_0_0.png'}, {'name': '比目魚', 'filename': 'https://acnhcdn.com/latest/BookFishIcon/FishHirameCropped.png'}, {'name': '鱸魚', 'filename': 'https://acnhcdn.com/latest/BookFishIcon/FishSuzukiCropped.png'}, {'name': '鮪魚', 'filename': 'https://acnhcdn.com/latest/BookFishIcon/FishMaguroCropped.png'}, {'name': '鰈魚', 'filename': 'https://acnhcdn.com/latest/BookFishIcon/FishKareiCropped.png'}, {'name': '魷魚', 'filename': 'https://acnhcdn.com/latest/BookFishIcon/FishIkaCropped.png'}, {'name': '竹筴魚', 'filename': 'https://acnhcdn.com/latest/BookFishIcon/FishAjiCropped.png'}, {'name': '鯛魚', 'filename': 'https://acnhcdn.com/latest/BookFishIcon/FishTaiCropped.png'}]"
26729,Boomer,ショーイ,秀益,pgn10,2/7,軋軋,"['棕色', '米色']",再會,♂,健康,悠閒,企鵝,pgn10_295_Boomer,"{'name': '冰山牆', 'filename': 'RoomTexWallIceFloe00'}","{'name': '流冰地板', 'filename': 'RoomSpFloorIceFloe00'}","[{'name': '冰柱子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcePillar_Remake_0_0.png'}, {'name': '冰柱子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcePillar_Remake_0_0.png'}, {'name': '冰柱子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcePillar_Remake_0_0.png'}, {'name': '冰柱子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcePillar_Remake_0_0.png'}, {'name': '火把', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTorch.png'}, {'name': '火把', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTorch.png'}, {'name': '雪橇', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSled_Remake_0_0.png'}, {'name': '3層雪人', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSnowman_Remake_0_0.png'}, {'name': '樸素DIY作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchStump.png'}]"
26730,Iggly,のりまき,花壽司,pgn11,11/2,捲捲,"['紅色', '藍色']",我愛你,♂,健康,運動,企鵝,pgn11_296_Iggly,"{'name': '冰雪壁紙', 'filename': 'RoomSpWallIce00'}","{'name': '冰雪地板', 'filename': 'RoomSpFloorIce00'}","[{'name': '菜單黑板', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMenuboard_Remake_0_0.png'}, {'name': '霜淇淋檯燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLampSoftcream_Remake_0_0.png'}, {'name': '樹型燈飾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIllumiTree_Remake_0_0.png'}, {'name': '樹型燈飾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIllumiTree_Remake_0_0.png'}, {'name': '冰吧台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCounter_Remake_0_0.png'}, {'name': '冰桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceTableL_Remake_0_0.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '冰桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceTableL_Remake_0_0.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '刨冰機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcemachine_Remake_0_0.png'}]"
26731,Tex,ボルト,伏特,pgn12,10/6,寶寶,"['黑色', '灰色']",鼓打貝斯,♂,音樂,自戀,企鵝,pgn12_297_Tex,"{'name': '冰雪壁紙', 'filename': 'RoomSpWallIce00'}","{'name': '冰雪地板', 'filename': 'RoomSpFloorIce00'}","[{'name': '電貝斯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrElectricbass_Remake_0_0.png'}, {'name': '小鹿裝飾品', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHuntingtrophy_Remake_0_0.png'}, {'name': '爵士鼓組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_0_0.png'}, {'name': '冰吧台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCounter_Remake_0_0.png'}, {'name': '冰柱子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcePillar_Remake_0_0.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '紅地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectElegantM00.png'}, {'name': '冰柱子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcePillar_Remake_0_0.png'}, {'name': 'DJ台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDJbooth_Remake_0_0.png'}, {'name': '電吉他ES2', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_0.png'}, {'name': '擴音器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmp_Remake_0_0.png'}, {'name': '擴音器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmp_Remake_0_0.png'}]"
26732,Flo,レイラ,蕾拉,pgn13,9/2,這樣唷,"['紅色', '紫色']",極簡音樂,♀,音樂,大姐姐,企鵝,pgn13_298_Flo,"{'name': '冰雪壁紙', 'filename': 'RoomSpWallIce00'}","{'name': '冰雪地板', 'filename': 'RoomSpFloorIce00'}","[{'name': '玫瑰床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFlowerBedW_Remake_0_0.png'}, {'name': '淋浴間', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShowerboothSquare_Remake_0_0.png'}, {'name': '冰隔板', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceScreen_Remake_0_0.png'}, {'name': '冰隔板', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceScreen_Remake_0_0.png'}, {'name': '藤編矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableM_Remake_0_0.png'}, {'name': '馬桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWC_Remake_0_0.png'}, {'name': '手提唱片播放機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortablerecordplayer_Remake_0_0.png'}, {'name': '藍色廚房地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectKitchenS02.png'}, {'name': '鑄鐵壁架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_0_0.png'}, {'name': '島式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_0_0.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '廚房掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPotrack_Remake_0_0.png'}, {'name': '鑄鐵壁燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_0_0.png'}, {'name': '壁掛式電視 50吋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTV50inchWall_Remake_0_0.png'}]"
26733,Sprinkle,フラッペ,冰莎,pgn14,2/20,涼爽,"['淺藍', '白色']",K.K.甘美朗,♀,玩耍,活力,企鵝,pgn14_299_Sprinkle,"{'name': '冰雪壁紙', 'filename': 'RoomSpWallIce00'}","{'name': '冰雪地板', 'filename': 'RoomSpFloorIce00'}","[{'name': '冰柱子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcePillar_Remake_0_0.png'}, {'name': '冰柱子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcePillar_Remake_0_0.png'}, {'name': '冰拱門', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceGate_Remake_0_0.png'}, {'name': '貝殼床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellBedW_Remake_0_0.png'}, {'name': '貝殼花圈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathShell.png'}, {'name': '貝殼屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellScreen_Remake_0_0.png'}, {'name': '貝殼屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellScreen_Remake_0_0.png'}, {'name': '貝殼廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_0_0.png'}, {'name': '貝殼噴泉', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellFountain_Remake_0_0.png'}, {'name': '貝殼燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_0_0.png'}]"
26734,Curly,ハムカツ,勝利,pig00,7/26,感謝,"['黃色', '七彩']",K.K.雷鬼,♂,健康,運動,豬,pig00_300_Curly,"{'name': '常見牆', 'filename': 'RoomTexWallCommon00'}","{'name': '木節地板', 'filename': 'RoomTexFloorCedar00'}","[{'name': '毛巾架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTowelrackWall_Remake_0_0.png'}, {'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '瓦斯爐連烤箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenOven_Remake_0_0.png'}, {'name': '冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigerator_Remake_0_0.png'}, {'name': '桶裝飲水機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWaterserver_Remake_0_0.png'}, {'name': '上下鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_0.png'}, {'name': '洗臉台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashstand_Remake_0_0.png'}, {'name': '積木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockStoolS_Remake_0_0.png'}, {'name': '木製桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableL_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '磁鐵刀架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_0_0.png'}, {'name': '黃色菱格紋地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectArgyleL00.png'}, {'name': '烤吐司機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToaster_Remake_0_0.png'}]"
26735,Truffles,トンコ,嘟嘟,pig01,7/28,哇賽,"['綠色', '紅色']",義大利麵,♀,時尚,活力,豬,pig01_10_Truffles,"{'name': '引人入勝牆', 'filename': 'RoomTexWallMod00'}","{'name': '棕色六角磚地板', 'filename': 'RoomTexFloorHoneycomb00'}","[{'name': '冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigerator_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '壁掛式電視 50吋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTV50inchWall_Remake_0_0.png'}, {'name': '落地燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLamp_Remake_0_0.png'}, {'name': '木製雙人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedW_Remake_0_0.png'}, {'name': '櫥櫃式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenSystem_Remake_0_0.png'}, {'name': '可愛沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteChairL_Remake_0_0.png'}, {'name': '古董桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableL_Remake_0_0.png'}, {'name': '中型橘色簡約地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM05.png'}, {'name': '電飯鍋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_0_0.png'}]"
26736,Rasher,グレオ,古烈,pig02,4/7,萬年,"['藍色', '黑色']",K.K.鄉村搖滾,♂,音樂,暴躁,豬,pig02_301_Rasher,"{'name': '空地圍欄牆', 'filename': 'RoomSpWallEmptyLot00'}","{'name': '停車場地板', 'filename': 'RoomTexFloorParking00'}","[{'name': '人孔蓋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrManhole_Remake_0_0.png'}, {'name': 'TOY床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyBedS_Remake_0_0.png'}, {'name': '雙卡帶收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRadicaseW_Remake_0_0.png'}, {'name': '塑膠桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPale.png'}, {'name': '三角錐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPylon_Remake_0_0.png'}, {'name': '鋼筋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronframe_Remake_0_0.png'}, {'name': '白鐵水桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBucket.png'}, {'name': '捲管器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHosereel_Remake_0_0.png'}, {'name': '花園水龍頭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWaterview_Remake_0_0.png'}, {'name': '工具箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolbox_Remake_0_0.png'}, {'name': '輪胎堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTyres_Remake_0_0.png'}, {'name': '泡澡汽油桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_0_0.png'}, {'name': '汽油桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_0_0.png'}]"
26737,Hugh,クッチャネ,阿豬,pig03,12/30,懶懶,"['米色', '黃色']",我的歸所,♂,玩耍,悠閒,豬,pig03_302_Hugh,"{'name': '藍色兒童房壁紙', 'filename': 'RoomTexWallToy00'}","{'name': '彩色巧拼地板', 'filename': 'RoomTexFloorPuzzleMat01'}","[{'name': '睡袋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSleepingbag_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '對開冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorDoubledoor_Remake_0_0.png'}, {'name': '冷凍櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFreezer_Remake_0_0.png'}, {'name': '賞花組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSakuraPicnicset.png'}, {'name': '書', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_0_0.png'}, {'name': '糖果機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCandymachine_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '水果籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFruitbasket.png'}, {'name': '冰棒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIceCandy_Remake_0_0.png'}, {'name': '馬克杯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '邋遢地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugOtherSloppyL00.png'}, {'name': '書堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_0_0.png'}, {'name': '壁掛式風扇', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFanRetroWall_Remake_0_0.png'}, {'name': '烤吐司機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToaster_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '瓦斯爐連烤箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenOven_Remake_0_0.png'}, {'name': '開水壺', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_0_0.png'}]"
26738,Lucy,ルーシー,露西,pig04,6/2,唷,"['粉色', '紅色']",K.K.奏鳴曲,♀,音樂,普通,豬,pig04_303_Lucy,"{'name': '舞台布幕牆', 'filename': 'RoomTexWallThickCurtain00'}","{'name': '木節地板', 'filename': 'RoomTexFloorCedar00'}","[{'name': '紅地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectElegantM00.png'}, {'name': '紅地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectElegantM00.png'}, {'name': '三角架鋼琴', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPianoGrand_Remake_0_0.png'}, {'name': '紅地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectElegantM00.png'}, {'name': '紅地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectElegantM00.png'}, {'name': '鋼琴椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPianochair_Remake_0_0.png'}, {'name': '古董小桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_0_0.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}, {'name': '摺疊椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPipechair_Remake_0_0.png'}, {'name': '摺疊椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPipechair_Remake_0_0.png'}, {'name': '摺疊椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPipechair_Remake_0_0.png'}, {'name': '摺疊椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPipechair_Remake_0_0.png'}, {'name': '攝影機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrVideocamera_Remake_0_0.png'}, {'name': '高架花籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStandflower_Remake_0_0.png'}, {'name': '高架花籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStandflower_Remake_0_0.png'}]"
26739,Spork,ポーク,肉肉,pig05,9/3,噗,"['綠色', '七彩']",森林生活,♂,玩耍,悠閒,豬,pig05_304_Crackle,"{'name': '樹海牆', 'filename': 'RoomTexWallJukai00'}","{'name': '泥沼地板', 'filename': 'RoomTexFloorBog00'}","[{'name': '樸素DIY作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchStump.png'}, {'name': '洗衣盆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashtub.png'}, {'name': '圓木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolS_Remake_0_0.png'}, {'name': '柴火', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFirewood.png'}, {'name': '圓木圓桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_0_0.png'}, {'name': '油燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLantern_Remake_0_0.png'}, {'name': '窯烤爐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStoneoven_Remake_0_0.png'}, {'name': '野餐籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPicnicbasket_Remake_0_0.png'}, {'name': '攜帶型收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortableradio_Remake_0_0.png'}, {'name': '睡袋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSleepingbag_Remake_0_0.png'}, {'name': '石水盆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStonewaterbowl_Remake_0_0.png'}]"
26740,Cobb,ハカセ,博士,pig08,10/7,公畝,"['白色', '藍色']",思考中,♂,學術,運動,豬,pig08_305_Cobb,"{'name': '灰色鐵皮牆', 'filename': 'RoomTexWallTin00'}","{'name': '混凝土地板', 'filename': 'RoomTexFloorConcrete00'}","[{'name': '睡袋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSleepingbag_Remake_0_0.png'}, {'name': '木製書架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookshelf_Remake_0_0.png'}, {'name': '木製書架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookshelf_Remake_0_0.png'}, {'name': '木製書架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookshelf_Remake_0_0.png'}, {'name': '文件堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png'}, {'name': '作業文具組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudySet.png'}, {'name': '鑄鐵木DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_0_0.png'}, {'name': '邋遢地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugOtherSloppyL00.png'}, {'name': '書堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_0_0.png'}, {'name': '白板', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWhiteboard_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '攜帶型收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortableradio_Remake_0_0.png'}, {'name': '散亂的紙張', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFloorpapers_Remake_0_0.png'}, {'name': '紙箱沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboardSofaL_Remake_0_0.png'}, {'name': '散亂的紙張', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFloorpapers_Remake_0_0.png'}, {'name': '書堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_0_0.png'}, {'name': '書堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_0_0.png'}]"
26741,Boris,ダリー,達利,pig09,11/6,噗嘻,"['紫色', '黑色']",K.K.印度王公,♂,大自然,暴躁,豬,pig09_306_Boris,"{'name': '埃及牆', 'filename': 'RoomTexWallEgypt00'}","{'name': '岩山地板', 'filename': 'RoomTexFloorRock00'}","[{'name': '水瓶座水瓶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacAquarius.png'}, {'name': '紅地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectElegantM00.png'}, {'name': '紅地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectElegantM00.png'}, {'name': '巨蟹座桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacCancer.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}, {'name': '黃金棺材', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldCoffin.png'}, {'name': '黃金長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldbench.png'}, {'name': '人面獅身像', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSphinx.png'}, {'name': '人面獅身像', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSphinx.png'}, {'name': '巨蟹座桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacCancer.png'}, {'name': '巨蟹座桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacCancer.png'}, {'name': '黃金燭台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldCandlestand.png'}, {'name': '黃金燭台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldCandlestand.png'}, {'name': '雙魚座燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacPisces.png'}, {'name': '射手座箭矢', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacSagittarius.png'}]"
