name_c,name_j,name_e,category,filename,obtainedFrom,sell,buy,tag,themes
紅色磚塊地板,あかレンガのゆか,red-brick flooring,地板,RoomTexFloorBrick01,Nook商店,260,1040,磚,"['設施', '商店']"
岩山地板,いわやまのゆか,rocky-mountain flooring,地板,RoomTexFloorRock00,駱嵐,750,3000,自然-棕色,['花園']
玫瑰地毯,バラのじゅうたん,rose flooring,地板,RoomTexFloorRoseCarpet00,Nook商店,550,2200,布地板,"['豪華時髦的', '昂貴']"
玫瑰木地板,ローズウッドのゆか,rosewood flooring,地板,RoomTexFloorRoseWood00,Nook商店,605,2420,木地板,"['昂貴', '客廳']"
橡膠磚地板,ゴムタイルのゆか,rubber-tile flooring,地板,RoomTexFloorRubberTile00,Nook商店,175,700,瓷磚地板,"['設施', '商店']"
燈心草榻榻米,いぐさのたたみ,rush tatami,地板,RoomTexFloorTatami01,Nook商店,550,2200,榻榻米,"['禪宗風格', '客廳']"
燈心草無邊榻榻米,いぐさのふちなしたたみ,rush tatami flooring,地板,RoomTexFloorTatamiPanel01,Nook商店,550,2200,榻榻米麵板,"['禪宗風格', '客廳']"
沙漠地板,さばくなゆか,Saharah's desert,地板,RoomTexFloorDesert00,駱嵐,750,3000,自然-白色,['民間藝術']
粉紅色木地板,さくらのウッドフローリング,sakura-wood flooring,地板,RoomTexFloorSolidWood00,DIY,3200,,木地板,"['兒童房', '豪華時髦的']"
空地地板,あきちのゆか,sandlot,地板,RoomTexFloorEmptyLot00,駱嵐,750,3000,自然-棕色,['花園']
沙灘地板,すなはまのゆか,sandy-beach flooring,地板,RoomTexFloorSand00,DIY,4120,,自然-白色,['海洋']
太空船地板,うちゅうせんのゆか,sci-fi flooring,地板,RoomSpFloorSF00,DIY,7500,,特殊無機地板,"['太空', '設施']"
全向十字路口,スクランブルこうさてん,scramble crosswalk,地板,RoomTexFloorScramble00,駱嵐,750,3000,人行道,['設施']
深褐色巧拼地板,セピアパズルのゆか,sepia puzzle flooring,地板,RoomTexFloorPuzzleMat02,Nook商店,362,1450,拼圖墊,"['豪華時髦的', '兒童房']"
甲板地板,かんぱんのゆか,ship deck,地板,RoomTexFloorSeaView00,Nook商店,1000,4000,運動地板,['海洋']
人行道地板,ほどうのゆか,sidewalk flooring,地板,RoomTexFloorSidewalk01,駱嵐,750,3000,人行道,"['商店', '設施']"
藍色簡約地毯,あおいシンプルカーペット,simple blue flooring,地板,RoomTexFloorSimpleCarpet01,Nook商店,375,1500,簡單地毯,"['書桌', '客廳']"
紫色簡約地毯,むらさきのシンプルカーペット,simple purple flooring,地板,RoomTexFloorSimpleCarpet03,Nook商店,375,1500,簡單地毯,"['書桌', '昂貴']"
紅色簡約地毯,あかいシンプルカーペット,simple red flooring,地板,RoomTexFloorSimpleCarpet00,Nook商店,375,1500,簡單地毯,"['書桌', '昂貴']"
白色簡約地毯,しろいシンプルカーペット,simple white flooring,地板,RoomTexFloorSimpleCarpet04,Nook商店,375,1500,簡單地毯,"['客廳', '商店']"
滑雪場地板,ゲレンデのゆか,ski-slope flooring,地板,RoomTexFloorGelande00,DIY,3200,,自然-白色,['雪季']
骷髏地板,スカルなゆか,skull-print flooring,地板,RoomTexFloorSkull00,Nook商店,750,3000,布地板,"['恐怖', '兒童房']"
不規則石板地,ランダムなしきいし,slate flooring,地板,RoomTexFloorSlate00,Nook商店,345,1380,石材地板,"['設施', '商店']"
星星沙灘地板,ほしのすなはまのゆか,starry-sands flooring,地板,RoomTexFloorSandStar00,DIY,7720,,自然-白色,"['海洋', '豪華時髦的']"
鐵板地板,てっぱんのゆか,steel flooring,地板,RoomTexFloorSteel00,DIY,5250,,鐵,"['車庫', '設施']"
大理石地板,だいりせきのゆか,stone tile,地板,RoomTexFloorMarble00,Nook商店,750,3000,石材地板,"['昂貴', '設施']"
條紋地板,ストライプなゆか,stripe flooring,地板,RoomTexFloorStripe00,Nook商店,300,1200,布地板,"['客廳', '兒童房']"
相撲擂台,どひょう,sumo ring,地板,RoomTexFloorArena00,駱嵐,750,3000,運動地板,"['健身', '禪宗風格']"
泥沼地板,どろぬまなゆか,swamp flooring,地板,RoomTexFloorBog00,駱嵐,750,3000,自然-棕色,"['花園', '恐怖']"
榻榻米,たたみ,tatami,地板,RoomTexFloorTatami00,Nook商店,550,2200,榻榻米,"['禪宗風格', '客廳']"
無邊榻榻米,ふちなしたたみ,tatami flooring,地板,RoomTexFloorTatamiPanel00,Nook商店,550,2200,榻榻米麵板,"['禪宗風格', '客廳']"
陶磚地板,テラコッタタイルのゆか,terra-cotta flooring,地板,RoomTexFloorTileTerracotta00,Nook商店,450,1800,瓷磚地板,"['設施', '商店']"
虎紋地毯,タイガーなじゅうたん,tiger-print flooring,地板,RoomTexFloorAnimal03,Nook商店,325,1300,動物地板,"['派對', '豪華時髦的']"
車站月台地板,えきのホームなゆか,train-station flooring,地板,RoomTexFloorPlatform00,駱嵐,750,3000,人行道,['設施']
海底地板,うみのそこのゆか,underwater flooring,地板,RoomSpFloorFishTank00,DIY,6600,,特殊自然地板,['海洋']
水面地板,みなものゆか,water flooring,地板,RoomSpFloorWater00,DIY,7200,,特殊自然地板,['海洋']
曠野地板,こうやのゆか,western desert,地板,RoomTexFloorWilderness00,駱嵐,750,3000,自然-棕色,"['民間藝術', '恐怖']"
白色六角磚地板,ホワイトハニカムタイルのゆか,white honeycomb tile,地板,RoomTexFloorHoneycomb03,Nook商店,355,1420,蜂窩,"['浴室', '設施']"
白色鑄鐵拼花地板,しろいアイアンパーケットのゆか,white iron-parquet flooring,地板,RoomTexFloorParquetIron03,Nook商店,587,2350,鐵木地板,"['昂貴', '客廳']"
白色馬賽克磚地板,しろいモザイクタイルのゆか,white mosaic-tile flooring,地板,RoomTexFloorTile00,Nook商店,225,900,瓷磚地板,"['浴室', '設施']"
白色磚塊地板,しろレンガのゆか,white-brick flooring,地板,RoomTexFloorBrick00,Nook商店,260,1040,磚,"['設施', '商店']"
白巧克力地板,ホワイトチョコアソートなゆか,white-chocolates flooring,地板,RoomTexFloorChocolate01,駱嵐,750,3000,巧克力,['豪華時髦的']
白色油漆地板,しろいペイントフローリング,white-paint flooring,地板,RoomTexFloorPaintWood03,Nook商店,260,1040,彩繪木,"['客廳', '兒童房']"
花草地板,くさばなのじゅうたん,wildflower meadow,地板,RoomTexFloorGrassland01,駱嵐,750,3000,草原,"['花園', '豪華時髦的']"
木節地板,ふしありフローリング,wooden-knot flooring,地板,RoomTexFloorCedar00,Nook商店,195,780,木地板,"['客廳', '兒童房']"
黃色花朵地板,きいろいフラワーフローリング,yellow floral flooring,地板,RoomTexFloorDecoWood00,Nook商店,380,1520,裝飾木,"['商店', '客廳']"
斑馬紋地板,ゼブラなゆか,zebra-print flooring,地板,RoomTexFloorAnimal02,Nook商店,325,1300,動物地板,"['派對', '豪華時髦的']"
鋁箔地墊,アルミマット,aluminum rug,地毯,RugRectAluminumM00,駱嵐,375,1500,修長的地毯,"['花園', '戶外活動']"
蘋果地毯,リンゴのラグ,apple rug,地毯,RugOtherAppleM00,DIY,1200,,水果地毯,"['豪華時髦的', '兒童房']"
灰階配色磚塊地毯,モノクロブロックのラグ,black blocks rug,地毯,RugSquareBlockM03,駱嵐,375,1500,圖案地毯,['客廳']
黑色木甲板地毯,くろいウッドデッキのラグ,black wooden-deck rug,地毯,RugRectDeckM03,駱嵐,375,1500,木地毯,['戶外活動']
黑色圖案廚房地墊,くろいパターンキッチンマット,black-design kitchen mat,地毯,RugRectNativeKitchenS03,駱嵐,250,1000,廚房地毯,['廚房']
藍色菱格紋地毯,あおいアーガイルのラグ,blue argyle rug,地毯,RugRectArgyleL02,駱嵐,500,2000,修長的圖案地毯,"['客廳', '昂貴']"
藍色磚塊地毯,あおブロックのラグ,blue blocks rug,地毯,RugSquareBlockM01,駱嵐,375,1500,圖案地毯,['客廳']
藍色點點地墊,ブルードットのラグ,blue dotted rug,地毯,RugRectDotL03,駱嵐,500,2000,修長的圖案地毯,"['豪華時髦的', '兒童房']"
藍色基里姆地毯,あおいキリムのカーペット,blue kilim-style carpet,地毯,RugSquareKirimL01,駱嵐,500,2000,圖案地毯,['客廳']
藍色廚房地墊,あおいキッチンマット,blue kitchen mat,地毯,RugRectKitchenS02,駱嵐,250,1000,廚房地毯,['廚房']
中型藍色圓地墊,あおいラウンドマット・M,blue medium round mat,地毯,RugRoundSimpleM02,駱嵐,375,1500,蓬鬆的圓形地毯,"['客廳', '兒童房']"
藍色訊息地墊,あおいメッセージマット,blue message mat,地毯,RugOtherMessageS01,駱嵐,250,1000,留言墊,['兒童房']
藍色波斯地毯,あおいペルシャじゅうたん,blue Persian rug,地毯,RugSquarePersianL01,駱嵐,500,2000,圖案地毯,"['昂貴', '客廳']"
藍色長毛地毯,あおいシャギーなラグ,blue shaggy rug,地毯,RugSquareShaggyL02,駱嵐,500,2000,圖案地毯,['客廳']
小型藍色圓地墊,あおいラウンドマット・S,blue small round mat,地毯,RugRoundSimpleS02,駱嵐,250,1000,蓬鬆的圓形地毯,"['客廳', '兒童房']"
藍色粗橫紋地毯,あおボーダーのラグ,blue stripes rug,地毯,RugRectBorderL02,駱嵐,500,2000,修長的圖案地毯,"['豪華時髦的', '兒童房']"
藍色塑膠墊,あおいビニールシート,blue vinyl sheet,地毯,RugRectVinylM01,駱嵐,375,1500,修長的圖案地毯,['花園']
藍色波浪地毯,あおいウェーブのラグ,blue wavy rug,地毯,RugRectWaveL02,駱嵐,500,2000,修長的圖案地毯,"['客廳', '兒童房']"
藍色圖案廚房地墊,あおいパターンキッチンマット,blue-design kitchen mat,地毯,RugRectNativeKitchenS01,駱嵐,250,1000,廚房地毯,['廚房']
植物圖案地毯,ボタニカルなラグ,botanical rug,地毯,RugRectBotanicalL00,駱嵐,500,2000,修長的圖案地毯,['客廳']
茶色菱格紋地毯,ちゃいろいアーガイルのラグ,brown argyle rug,地毯,RugRectArgyleL03,駱嵐,500,2000,修長的圖案地毯,"['客廳', '昂貴']"
茶色廚房地墊,ちゃいろいキッチンマット,brown kitchen mat,地毯,RugRectKitchenS00,駱嵐,250,1000,廚房地毯,['廚房']
茶色長毛地毯,ちゃいろいシャギーなラグ,brown shaggy rug,地毯,RugSquareShaggyL01,駱嵐,500,2000,圖案地毯,['客廳']
茶色木甲板地毯,ちゃいろいウッドデッキのラグ,brown wooden-deck rug,地毯,RugRectDeckM00,駱嵐,375,1500,木地毯,['戶外活動']
復活節地毯,イースターなラグ,Bunny Day rug,地毯,RugOtherEasterM00,DIY,2400,,圖標地毯,"['豪華時髦的', '兒童房']"
櫻桃地毯,さくらんぼのラグ,cherry rug,地毯,RugOtherCherryM00,DIY,1200,,水果地毯,"['豪華時髦的', '兒童房']"
彩色塑膠墊,カラフルなビニールシート,colorful vinyl sheet,地毯,RugRectVinylM00,駱嵐,375,1500,修長的圖案地毯,['花園']
深色竹地毯,ダークなバンブーラグ,dark bamboo rug,地毯,RugRectBambooM01,DIY,960,,木地毯,['禪宗風格']
地球地毯,ちきゅうのラグ,Earth rug,地毯,RugRoundEarthM00,駱嵐,375,1500,圖標地毯,"['太空', '兒童房']"
魚兒地毯,おサカナのラグ,fish rug,地毯,RugOtherFishM00,活動：釣魚大賽,375,,圖標地毯,"['海洋', '兒童房']"
雲朵地毯,もくもくのラグ,fluffy rug,地毯,RugOtherCloudM00,駱嵐,375,1500,圖標地毯,"['豪華時髦的', '兒童房']"
化石地毯,かせきのラグ,fossil rug,地毯,RugOtherFossilM00,駱嵐,375,1500,公園地毯,"['豪華時髦的', '兒童房']"
綠色格紋拼布地毯,みどりのチェックキルトのラグ,green checked rug,地毯,RugSquareCheckQuiltL03,駱嵐,500,2000,圖案地毯,"['客廳', '兒童房']"
綠色基里姆地毯,みどりのキリムのカーペット,green kilim-style carpet,地毯,RugSquareKirimL02,駱嵐,500,2000,圖案地毯,['客廳']
綠色廚房地墊,みどりのキッチンマット,green kitchen mat,地毯,RugRectKitchenS03,駱嵐,250,1000,廚房地毯,['廚房']
綠色長毛地毯,みどりのシャギーなラグ,green shaggy rug,地毯,RugSquareShaggyL00,駱嵐,500,2000,圖案地毯,['客廳']
綠色粗橫紋地毯,みどりボーダーのラグ,green stripes rug,地毯,RugRectBorderL03,駱嵐,500,2000,修長的圖案地毯,"['豪華時髦的', '兒童房']"
鑄鐵玄關地墊,アイアンなげんかんマット,iron entrance mat,地毯,RugRectIronmatS00,駱嵐,250,1000,修長的地毯,"['商店', '昂貴']"
中型象牙色圓地墊,アイボリーのラウンドマット・M,ivory medium round mat,地毯,RugRoundSimpleM00,駱嵐,375,1500,蓬鬆的圓形地毯,"['客廳', '兒童房']"
象牙色簡約浴室地墊,アイボリーのシンプルバスマット,ivory simple bath mat,地毯,RugRectBathmatS00,駱嵐,250,1000,修長的地毯,['浴室']
小型象牙色圓地墊,アイボリーのラウンドマット・S,ivory small round mat,地毯,RugRoundSimpleS00,駱嵐,250,1000,蓬鬆的圓形地毯,"['客廳', '兒童房']"
蕾絲地毯,レースのラグ,lacy rug,地毯,RugRoundLaceM00,駱嵐,375,1500,蓬鬆的圓形地毯,"['豪華時髦的', '昂貴']"
瓢蟲地毯,テントウムシのラグ,ladybug rug,地毯,RugRoundLadybirdM00,捕蟲大會,375,,圖標地毯,"['豪華時髦的', '兒童房']"
淺色竹地毯,ライトなバンブーラグ,light bamboo rug,地毯,RugRectBambooM00,DIY,2400,,木地毯,['禪宗風格']
魔法陣地毯,まほうじんのラグ,magic-circle rug,地毯,RugRoundMagicM00,駱嵐,375,1500,蓬鬆的圓形地毯,"['恐怖', '兒童房']"
摩登波浪地毯,モダンなウェーブのラグ,modern wavy rug,地毯,RugRectWaveL00,駱嵐,500,2000,修長的圖案地毯,"['客廳', '兒童房']"
酷感媽媽廚房地墊,クールなははのキッチンマット,Mom's cool kitchen mat,地毯,RugRectMomS00,媽媽寄送,88,,廚房地毯,"['豪華時髦的', '廚房']"
活潑媽媽廚房地墊,げんきなははのキッチンマット,Mom's lively kitchen mat,地毯,RugRectMomS02,媽媽寄送,88,,廚房地毯,"['豪華時髦的', '廚房']"
調皮媽媽廚房地墊,オチャメなははのキッチンマット,Mom's playful kitchen mat,地毯,RugRectMomS01,媽媽寄送,88,,廚房地毯,"['豪華時髦的', '廚房']"
可靠媽媽廚房地墊,たよれるははのキッチンマット,Mom's reliable kitchen mat,地毯,RugRectMomS03,媽媽寄送,88,,廚房地毯,"['豪華時髦的', '廚房']"
灰階配色點點地墊,モノクロドットのラグ,monochromatic dotted rug,地毯,RugRectDotL00,駱嵐,500,2000,修長的圖案地毯,"['豪華時髦的', '兒童房']"
灰階配色波浪地毯,モノクロウェーブのラグ,monochromatic wavy rug,地毯,RugRectWaveL01,駱嵐,500,2000,修長的圖案地毯,"['客廳', '兒童房']"
蘑菇地毯,キノコのラグ,mush rug,地毯,RugOtherMushM00,駱嵐,375,1500,圖標地毯,"['豪華時髦的', '兒童房']"
自然色木甲板地毯,ナチュラルなウッドデッキのラグ,natural wooden-deck rug,地毯,RugRectDeckM01,駱嵐,375,1500,木地毯,['戶外活動']
Nook Inc.植物圖案地毯,たぬきかいはつのボタニカルラグ,Nook Inc. botanical rug,地毯,RugOtherTanukiM00,購物：哩數兌換,5000,,公園地毯,"['豪華時髦的', '客廳']"
Nook Inc.地毯,たぬきかいはつのラグ,Nook Inc. rug,地毯,RugOtherLeafM00,購物：哩數兌換,5000,,公園地毯,"['豪華時髦的', '兒童房']"
Nook Inc.正方形地毯,たぬきかいはつのスクエアラグ,Nook Inc. silk rug,地毯,RugRectTanukiL00,購物：哩數兌換,3000,,公園地毯,"['設施', '商店']"
橘子地毯,オレンジのラグ,orange rug,地毯,RugOtherOrangeM00,DIY,1200,,水果地毯,"['豪華時髦的', '兒童房']"
橢圓形玄關地毯,オーバルなげんかんマット,oval entrance mat,地毯,RugOtherCountryS00,駱嵐,250,1000,修長的地毯,['客廳']
桃紅色格紋拼布地毯,ももいろチェックキルトのラグ,peach checked rug,地毯,RugSquareCheckQuiltL02,駱嵐,500,2000,圖案地毯,"['客廳', '兒童房']"
桃子地毯,モモのラグ,peach rug,地毯,RugOtherPeachM00,DIY,1200,,水果地毯,"['豪華時髦的', '兒童房']"
桃紅色粗橫紋地毯,ももいろボーダーのラグ,peach stripes rug,地毯,RugRectBorderL01,駱嵐,500,2000,修長的圖案地毯,"['豪華時髦的', '兒童房']"
梨子地毯,ナシのラグ,pear rug,地毯,RugOtherPearM00,DIY,1200,,水果地毯,"['豪華時髦的', '兒童房']"
粉紅色愛心地毯,ピンクハートのラグ,pink heart rug,地毯,RugOtherHeartM00,駱嵐,375,1500,心地毯,"['豪華時髦的', '兒童房']"
粉紅色玫瑰地毯,ピンクローズのラグ,pink rose rug,地毯,RugOtherRoseM00,駱嵐,375,1500,玫瑰地毯,"['豪華時髦的', '昂貴']"
紫色愛心地毯,パープルハートのラグ,purple heart rug,地毯,RugOtherHeartM02,駱嵐,375,1500,心地毯,"['豪華時髦的', '兒童房']"
紫色波斯地毯,むらさきのペルシャじゅうたん,purple Persian rug,地毯,RugSquarePersianL03,駱嵐,500,2000,圖案地毯,"['昂貴', '客廳']"
紫色長毛地毯,むらさきのシャギーなラグ,purple shaggy rug,地毯,RugSquareShaggyL03,駱嵐,500,2000,圖案地毯,['客廳']
紅色菱格紋地毯,あかいアーガイルのラグ,red argyle rug,地毯,RugRectArgyleL01,駱嵐,500,2000,修長的圖案地毯,"['客廳', '昂貴']"
紅色磚塊地毯,あかブロックのラグ,red blocks rug,地毯,RugSquareBlockM00,駱嵐,375,1500,圖案地毯,['客廳']
紅地毯,レッドカーペット,red carpet,地毯,RugRectElegantM00,駱嵐,375,1500,修長的地毯,['昂貴']
紅色點點地墊,レッドドットのラグ,red dotted rug,地毯,RugRectDotL02,駱嵐,500,2000,修長的圖案地毯,"['豪華時髦的', '兒童房']"
紅色基里姆地毯,あかいキリムのカーペット,red kilim-style carpet,地毯,RugSquareKirimL00,駱嵐,500,2000,圖案地毯,['客廳']
中型紅色圓地墊,あかいラウンドマット・M,red medium round mat,地毯,RugRoundSimpleM01,駱嵐,375,1500,蓬鬆的圓形地毯,"['客廳', '兒童房']"
紅色訊息地墊,あかいメッセージマット,red message mat,地毯,RugOtherMessageS03,駱嵐,250,1000,留言墊,['兒童房']
紅色波斯地毯,あかいペルシャじゅうたん,red Persian rug,地毯,RugSquarePersianL00,駱嵐,500,2000,圖案地毯,"['昂貴', '客廳']"
紅色玫瑰地毯,レッドローズのラグ,red rose rug,地毯,RugOtherRoseM01,駱嵐,375,1500,玫瑰地毯,"['豪華時髦的', '昂貴']"
小型紅色圓地墊,あかいラウンドマット・S,red small round mat,地毯,RugRoundSimpleS01,駱嵐,250,1000,蓬鬆的圓形地毯,"['客廳', '兒童房']"
紅色塑膠墊,あかいビニールシート,red vinyl sheet,地毯,RugRectVinylM02,駱嵐,375,1500,修長的圖案地毯,['花園']
紅色波浪地毯,あかいウェーブのラグ,red wavy rug,地毯,RugRectWaveL03,駱嵐,500,2000,修長的圖案地毯,"['客廳', '兒童房']"
紅藍格紋拼布地毯,あかあおチェックキルトのラグ,red-and-blue checked rug,地毯,RugSquareCheckQuiltL00,駱嵐,500,2000,圖案地毯,"['客廳', '兒童房']"
紅色圖案廚房地墊,あかいパターンキッチンマット,red-design kitchen mat,地毯,RugRectNativeKitchenS00,駱嵐,250,1000,廚房地毯,['廚房']
復古點點地毯,レトロドットのラグ,retro dotted rug,地毯,RugRectDotL01,駱嵐,500,2000,修長的圖案地毯,"['豪華時髦的', '兒童房']"
硬地墊,ハードマット,rough rug,地毯,RugRectDoormatS00,駱嵐,250,1000,修長的地毯,"['學校', '設施']"
塑膠刮泥墊,ゴムのどろふきマット,rubber mud mat,地毯,RugRectRubberScraperS00,駱嵐,250,1000,修長的地毯,['學校']
舊草蓆,ふるいむしろのラグ,shanty mat,地毯,RugSquareOldStrawL00,駱嵐,500,2000,簡單地毯,['禪宗風格']
貝殼地毯,かいがらのラグ,shell rug,地毯,RugOtherShellM00,DIY,5400,,公園地毯,"['海洋', '豪華時髦的']"
綠色簡約浴室地墊,グリーンのシンプルバスマット,simple green bath mat,地毯,RugRectBathmatS03,駱嵐,250,1000,修長的地毯,['浴室']
中型卡其色簡約地墊,カーキのシンプルマット・M,simple medium avocado mat,地毯,RugSquareSimpleM03,駱嵐,375,1500,簡單地毯,"['客廳', '設施']"
中型黑色簡約地墊,くろいシンプルマット・M,simple medium black mat,地毯,RugSquareSimpleM07,駱嵐,375,1500,簡單地毯,"['客廳', '設施']"
中型藍色簡約地墊,あおいシンプルマット・M,simple medium blue mat,地毯,RugSquareSimpleM02,駱嵐,375,1500,簡單地毯,"['客廳', '設施']"
中型茶色簡約地墊,ちゃいろいシンプルマット・M,simple medium brown mat,地毯,RugSquareSimpleM01,駱嵐,375,1500,簡單地毯,"['客廳', '設施']"
中型橘色簡約地墊,オレンジのシンプルマット・M,simple medium orange mat,地毯,RugSquareSimpleM05,駱嵐,375,1500,簡單地毯,"['客廳', '設施']"
中型紫色簡約地墊,むらさきのシンプルマット・M,simple medium purple mat,地毯,RugSquareSimpleM06,駱嵐,375,1500,簡單地毯,"['客廳', '設施']"
中型紅色簡約地墊,あかいシンプルマット・M,simple medium red mat,地毯,RugSquareSimpleM04,駱嵐,375,1500,簡單地毯,"['客廳', '設施']"
海軍藍簡約浴室地墊,ネイビーのシンプルバスマット,simple navy bath mat,地毯,RugRectBathmatS01,駱嵐,250,1000,修長的地毯,['浴室']
粉紅色簡約浴室地墊,ピンクのシンプルバスマット,simple pink bath mat,地毯,RugRectBathmatS02,駱嵐,250,1000,修長的地毯,['浴室']
小型卡其色簡約地墊,カーキのシンプルマット・S,simple small avocado mat,地毯,RugSquareSimpleS03,駱嵐,250,1000,簡單地毯,"['客廳', '設施']"
小型黑色簡約地墊,くろいシンプルマット・S,simple small black mat,地毯,RugSquareSimpleS07,駱嵐,250,1000,簡單地毯,"['客廳', '設施']"
小型藍色簡約地墊,あおいシンプルマット・S,simple small blue mat,地毯,RugSquareSimpleS02,駱嵐,250,1000,簡單地毯,"['客廳', '設施']"
小型茶色簡約地墊,ちゃいろいシンプルマット・S,simple small brown mat,地毯,RugSquareSimpleS01,駱嵐,250,1000,簡單地毯,"['客廳', '設施']"
小型橘色簡約地墊,オレンジのシンプルマット・S,simple small orange mat,地毯,RugSquareSimpleS05,駱嵐,250,1000,簡單地毯,"['客廳', '設施']"
小型紫色簡約地墊,むらさきのシンプルマット・S,simple small purple mat,地毯,RugSquareSimpleS06,駱嵐,250,1000,簡單地毯,"['客廳', '設施']"
小型紅色簡約地墊,あかいシンプルマット・S,simple small red mat,地毯,RugSquareSimpleS04,駱嵐,250,1000,簡單地毯,"['客廳', '設施']"
邋遢地毯,だらしないラグ,sloppy rug,地毯,RugOtherSloppyL00,駱嵐,500,2000,簡單地毯,"['客廳', '兒童房']"
雪花地毯,スノーフレークなラグ,snowflake rug,地毯,RugRoundSnowM00,駱嵐,375,1500,蓬鬆的圓形地毯,"['雪季', '豪華時髦的']"
一張榻榻米,いちじょうのたたみ,tatami mat,地毯,RugRectTatamiM00,駱嵐,375,1500,木地毯,['禪宗風格']
南方小島地毯,みなみのしまのラグ,tropical rug,地毯,RugRoundIslandM00,駱嵐,375,1500,公園地毯,['海洋']
藍色愛心地毯,ブルーハートのラグ,turquoise heart rug,地毯,RugOtherHeartM01,駱嵐,375,1500,心地毯,"['豪華時髦的', '兒童房']"
白色愛心地毯,ホワイトハートのラグ,white heart rug,地毯,RugOtherHeartM03,駱嵐,375,1500,心地毯,"['豪華時髦的', '兒童房']"
白色訊息地墊,しろいメッセージマット,white message mat,地毯,RugOtherMessageS00,駱嵐,250,1000,留言墊,['兒童房']
白色玫瑰地毯,ホワイトローズのラグ,white rose rug,地毯,RugOtherRoseM03,駱嵐,375,1500,玫瑰地毯,"['豪華時髦的', '昂貴']"
中型白色簡約地墊,しろいシンプルマット・M,white simple medium mat,地毯,RugSquareSimpleM00,駱嵐,375,1500,簡單地毯,"['客廳', '設施']"
小型白色簡約地墊,しろいシンプルマット・S,white simple small mat,地毯,RugSquareSimpleS00,駱嵐,250,1000,簡單地毯,"['客廳', '設施']"
白色木甲板地毯,しろいウッドデッキのラグ,white wooden-deck rug,地毯,RugRectDeckM02,駱嵐,375,1500,木地毯,['戶外活動']
黃色菱格紋地毯,きいろいアーガイルのラグ,yellow argyle rug,地毯,RugRectArgyleL00,駱嵐,500,2000,修長的圖案地毯,"['客廳', '豪華時髦的']"
黃色磚塊地毯,きいろブロックのラグ,yellow blocks rug,地毯,RugSquareBlockM02,駱嵐,375,1500,圖案地毯,['客廳']
黃色格紋拼布地毯,きいろいチェックキルトのラグ,yellow checked rug,地毯,RugSquareCheckQuiltL01,駱嵐,500,2000,圖案地毯,"['客廳', '兒童房']"
黃色基里姆地毯,きいろいキリムのカーペット,yellow kilim-style carpet,地毯,RugSquareKirimL03,駱嵐,500,2000,圖案地毯,['客廳']
黃色廚房地墊,きいろいキッチンマット,yellow kitchen mat,地毯,RugRectKitchenS01,駱嵐,250,1000,廚房地毯,['廚房']
中型黃色圓地墊,きいろいラウンドマット・M,yellow medium round mat,地毯,RugRoundSimpleM03,駱嵐,375,1500,蓬鬆的圓形地毯,"['客廳', '兒童房']"
黃色訊息地墊,きいろいメッセージマット,yellow message mat,地毯,RugOtherMessageS02,駱嵐,250,1000,留言墊,['兒童房']
黃色波斯地毯,きいろいペルシャじゅうたん,yellow Persian rug,地毯,RugSquarePersianL02,駱嵐,500,2000,圖案地毯,"['昂貴', '客廳']"
黃色玫瑰地毯,イエローローズのラグ,yellow rose rug,地毯,RugOtherRoseM02,駱嵐,375,1500,玫瑰地毯,"['豪華時髦的', '昂貴']"
小型黃色圓地墊,きいろいラウンドマット・S,yellow small round mat,地毯,RugRoundSimpleS03,駱嵐,250,1000,蓬鬆的圓形地毯,"['客廳', '兒童房']"
黃色粗橫紋地毯,きいろボーダーのラグ,yellow stripes rug,地毯,RugRectBorderL00,駱嵐,500,2000,修長的圖案地毯,"['豪華時髦的', '兒童房']"
黃色塑膠墊,きいろいビニールシート,yellow vinyl sheet,地毯,RugRectVinylM03,駱嵐,375,1500,修長的圖案地毯,['花園']
黃色圖案廚房地墊,きいろパターンキッチンマット,yellow-design kitchen mat,地毯,RugRectNativeKitchenS02,駱嵐,250,1000,廚房地毯,['廚房']
棕色婚禮牆,ウェディングなかべ・ブラウン,brown wedding wall,壁紙,RoomSpWallChurch01,健兆,750,3000,布塊牆,"['派對', '昂貴']"
綠色婚禮牆,ウェディングなかべ・グリーン,green wedding wall,壁紙,RoomSpWallChurch02,健兆,750,3000,布塊牆,"['派對', '昂貴']"
婚禮派對牆,ウェディングパーティーのかべ,wedding-party wall,壁紙,RoomTexWallJuneBride00,健兆,437,1750,布塊牆,"['派對', '昂貴']"
白色婚禮牆,ウェディングなかべ・ホワイト,white wedding wall,壁紙,RoomSpWallChurch00,健兆,750,3000,布塊牆,"['派對', '昂貴']"
婚禮棕色磚地板,ウェディングなブラウンタイル,brown wedding flooring,地板,RoomTexFloorMarbleTile01,健兆,750,3000,瓷磚地板,"['派對', '昂貴']"
婚禮綠色磚地板,ウェディングなグリーンタイル,green wedding flooring,地板,RoomTexFloorMarbleTile02,健兆,750,3000,瓷磚地板,"['派對', '昂貴']"
婚禮白色磚地板,ウェディングなホワイトタイル,white wedding flooring,地板,RoomTexFloorMarbleTile00,健兆,750,3000,瓷磚地板,"['派對', '昂貴']"
鈴錢袋地毯,ベルぶくろのラグ,Bell-bag rug,地毯,RugOtherBellM00,購物：哩數兌換,6000,,公園地毯,['昂貴']
